PID,i_lum_F1_indiv,i_lum_k12(KA),i_lum_k23(Q/V),i_lum_k32(Q/VP),i_lum_k20(CL/V),total_mg_dose_per_occassion,DS,Q,V,CL,VP
0,0.202988,0.0386,0.0158869,0.00583051,0.0623469,480,0,0.409524,25.7774,1.60714,70.2381
1,0.439119,0.0386,0.0376267,0.00583051,0.147663,480,0,0.409524,10.8839,1.60714,70.2381
2,0.227626,0.0386,0.00450266,0.00583051,0.0176703,480,0,0.409524,90.9516,1.60714,70.2381
3,0.269645,0.0386,0.039599,0.00583051,0.155403,480,0,0.409524,10.3418,1.60714,70.2381
4,0.125183,0.0386,0.0869561,0.00583051,0.341252,480,0,0.409524,4.70955,1.60714,70.2381
5,0.432547,0.0386,0.0473881,0.00583051,0.185971,480,0,0.409524,8.64192,1.60714,70.2381
6,0.297279,0.0386,0.0149638,0.00583051,0.0587243,480,0,0.409524,27.3676,1.60714,70.2381
7,0.688088,0.0386,0.181727,0.00583051,0.713171,480,0,0.409524,2.25352,1.60714,70.2381
8,0.267775,0.0386,0.0101469,0.00583051,0.0398208,480,0,0.409524,40.3594,1.60714,70.2381
9,0.151016,0.0386,0.072512,0.00583051,0.284567,480,0,0.409524,5.64767,1.60714,70.2381
10,0.56047,0.0386,0.0716332,0.00583051,0.281119,480,0,0.409524,5.71696,1.60714,70.2381
11,0.159433,0.0386,0.109704,0.00583051,0.430523,480,0,0.409524,3.733,1.60714,70.2381
12,0.318691,0.0386,0.04864,0.00583051,0.190884,480,0,0.409524,8.41948,1.60714,70.2381
13,0.327008,0.0386,0.0487824,0.00583051,0.191442,480,0,0.409524,8.39492,1.60714,70.2381
14,0.0833261,0.0386,0.0489166,0.00583051,0.191969,480,0,0.409524,8.37187,1.60714,70.2381
15,0.454355,0.0386,0.0168068,0.00583051,0.0659569,480,0,0.409524,24.3666,1.60714,70.2381
16,0.21675,0.0386,0.058533,0.00583051,0.229708,480,0,0.409524,6.99647,1.60714,70.2381
17,0.356273,0.0386,0.0126101,0.00583051,0.0494874,480,0,0.409524,32.4758,1.60714,70.2381
18,0.127628,0.0386,0.0206314,0.00583051,0.0809664,480,0,0.409524,19.8495,1.60714,70.2381
19,0.25662,0.0386,0.0995589,0.00583051,0.390711,480,0,0.409524,4.11338,1.60714,70.2381
20,0.121904,0.0386,0.0179743,0.00583051,0.0705386,480,0,0.409524,22.7839,1.60714,70.2381
21,0.429731,0.0386,0.00933494,0.00583051,0.0366342,480,0,0.409524,43.87,1.60714,70.2381
22,0.5755,0.0386,0.00389919,0.00583051,0.0153021,480,0,0.409524,105.028,1.60714,70.2381
23,0.682566,0.0386,0.00457093,0.00583051,0.0179382,480,0,0.409524,89.5932,1.60714,70.2381
24,0.272989,0.0386,0.0137862,0.00583051,0.0541029,480,0,0.409524,29.7053,1.60714,70.2381
25,0.131055,0.0386,0.0210891,0.00583051,0.0827625,480,0,0.409524,19.4187,1.60714,70.2381
26,0.119073,0.0386,0.0140737,0.00583051,0.0552312,480,0,0.409524,29.0985,1.60714,70.2381
27,0.516598,0.0386,0.0294879,0.00583051,0.115723,480,0,0.409524,13.8879,1.60714,70.2381
28,0.724622,0.0386,0.0351551,0.00583051,0.137963,480,0,0.409524,11.6491,1.60714,70.2381
29,0.327496,0.0386,0.0197864,0.00583051,0.0776502,480,0,0.409524,20.6972,1.60714,70.2381
30,0.219263,0.0386,0.0274649,0.00583051,0.107784,480,0,0.409524,14.9108,1.60714,70.2381
31,0.84325,0.0386,0.102149,0.00583051,0.400876,480,0,0.409524,4.00908,1.60714,70.2381
