PID,i_lum_F1_indiv,i_lum_k12(KA),i_lum_k23(Q/V),i_lum_k32(Q/VP),i_lum_k20(CL/V),total_mg_dose_per_occassion,DS,Q,V,CL,VP
0,0.142528,0.0386,0.0212767,0.00583051,0.0834987,240,0,0.16381,7.699,0.642857,28.0952
1,0.151389,0.0386,0.0107618,0.00583051,0.0422338,240,0,0.16381,15.2214,0.642857,28.0952
2,0.351982,0.0386,0.00805262,0.00583051,0.0316019,240,0,0.16381,20.3424,0.642857,28.0952
3,0.153364,0.0386,0.0308055,0.00583051,0.120894,240,0,0.16381,5.31755,0.642857,28.0952
4,0.314039,0.0386,0.0437544,0.00583051,0.171711,240,0,0.16381,3.74384,0.642857,28.0952
5,0.380141,0.0386,0.0546173,0.00583051,0.214341,240,0,0.16381,2.99923,0.642857,28.0952
6,0.0400502,0.0386,0.0565071,0.00583051,0.221757,240,0,0.16381,2.89892,0.642857,28.0952
7,0.20384,0.0386,0.0293377,0.00583051,0.115134,240,0,0.16381,5.58358,0.642857,28.0952
8,0.617541,0.0386,0.011387,0.00583051,0.0446874,240,0,0.16381,14.3857,0.642857,28.0952
9,0.324806,0.0386,0.0158002,0.00583051,0.0620065,240,0,0.16381,10.3676,0.642857,28.0952
10,0.635495,0.0386,0.0895479,0.00583051,0.351423,240,0,0.16381,1.8293,0.642857,28.0952
11,0.342414,0.0386,0.0232055,0.00583051,0.091068,240,0,0.16381,7.05909,0.642857,28.0952
12,0.396807,0.0386,0.0216329,0.00583051,0.0848964,240,0,0.16381,7.57225,0.642857,28.0952
13,0.243968,0.0386,0.0164306,0.00583051,0.0644806,240,0,0.16381,9.96978,0.642857,28.0952
14,0.340061,0.0386,0.146601,0.00583051,0.575325,240,0,0.16381,1.11738,0.642857,28.0952
15,0.155931,0.0386,0.0475529,0.00583051,0.186618,240,0,0.16381,3.44478,0.642857,28.0952
16,0.339755,0.0386,0.0274918,0.00583051,0.107889,240,0,0.16381,5.95849,0.642857,28.0952
17,0.169172,0.0386,0.0146759,0.00583051,0.0575944,240,0,0.16381,11.1618,0.642857,28.0952
18,0.340591,0.0386,0.0169418,0.00583051,0.0664868,240,0,0.16381,9.66894,0.642857,28.0952
19,0.105967,0.0386,0.0124061,0.00583051,0.0486866,240,0,0.16381,13.204,0.642857,28.0952
20,0.0839589,0.0386,0.0793059,0.00583051,0.311229,240,0,0.16381,2.06554,0.642857,28.0952
21,0.0614441,0.0386,0.0169495,0.00583051,0.066517,240,0,0.16381,9.66456,0.642857,28.0952
22,0.551157,0.0386,0.0542261,0.00583051,0.212806,240,0,0.16381,3.02086,0.642857,28.0952
23,0.12141,0.0386,0.0194384,0.00583051,0.0762846,240,0,0.16381,8.42709,0.642857,28.0952
24,0.144222,0.0386,0.02429,0.00583051,0.0953241,240,0,0.16381,6.74391,0.642857,28.0952
25,0.336426,0.0386,0.0499851,0.00583051,0.196162,240,0,0.16381,3.27717,0.642857,28.0952
26,0.340303,0.0386,0.035363,0.00583051,0.138779,240,0,0.16381,4.63223,0.642857,28.0952
27,0.194622,0.0386,0.0627918,0.00583051,0.246421,240,0,0.16381,2.60877,0.642857,28.0952
28,0.307383,0.0386,0.03608,0.00583051,0.141593,240,0,0.16381,4.54017,0.642857,28.0952
29,0.0793113,0.0386,0.0900237,0.00583051,0.353291,240,0,0.16381,1.81963,0.642857,28.0952
30,0.292999,0.0386,0.0355473,0.00583051,0.139503,240,0,0.16381,4.60821,0.642857,28.0952
31,0.202148,0.0386,0.055321,0.00583051,0.217103,240,0,0.16381,2.96107,0.642857,28.0952
32,0.165915,0.0386,0.0850229,0.00583051,0.333666,240,0,0.16381,1.92665,0.642857,28.0952
33,0.0733451,0.0386,0.0136607,0.00583051,0.0536104,240,0,0.16381,11.9913,0.642857,28.0952
34,0.197294,0.0386,0.00860475,0.00583051,0.0337686,240,0,0.16381,19.0371,0.642857,28.0952
35,0.397427,0.0386,0.0906206,0.00583051,0.355633,240,0,0.16381,1.80764,0.642857,28.0952
36,0.115119,0.0386,0.0113968,0.00583051,0.0447258,240,0,0.16381,14.3733,0.642857,28.0952
37,0.355028,0.0386,0.131938,0.00583051,0.517781,240,0,0.16381,1.24156,0.642857,28.0952
38,0.100992,0.0386,0.130328,0.00583051,0.511462,240,0,0.16381,1.2569,0.642857,28.0952
39,0.152371,0.0386,0.0572048,0.00583051,0.224496,240,0,0.16381,2.86356,0.642857,28.0952
40,0.0812057,0.0386,0.0350913,0.00583051,0.137713,240,0,0.16381,4.6681,0.642857,28.0952
41,0.135189,0.0386,0.0262299,0.00583051,0.102937,240,0,0.16381,6.24514,0.642857,28.0952
42,0.234382,0.0386,0.0226437,0.00583051,0.0888632,240,0,0.16381,7.23423,0.642857,28.0952
43,0.405291,0.0386,0.117473,0.00583051,0.461015,240,0,0.16381,1.39444,0.642857,28.0952
44,0.175007,0.0386,0.0365799,0.00583051,0.143555,240,0,0.16381,4.47813,0.642857,28.0952
45,0.665725,0.0386,0.0377744,0.00583051,0.148242,240,0,0.16381,4.33653,0.642857,28.0952
46,0.281791,0.0386,0.0144029,0.00583051,0.0565231,240,0,0.16381,11.3734,0.642857,28.0952
47,0.331953,0.0386,0.011921,0.00583051,0.046783,240,0,0.16381,13.7412,0.642857,28.0952
48,0.174784,0.0386,0.0245975,0.00583051,0.0965307,240,0,0.16381,6.65961,0.642857,28.0952
49,0.118331,0.0386,0.0641588,0.00583051,0.251786,240,0,0.16381,2.55319,0.642857,28.0952
50,0.366896,0.0386,0.0555183,0.00583051,0.217877,240,0,0.16381,2.95055,0.642857,28.0952
51,0.213945,0.0386,0.0573307,0.00583051,0.22499,240,0,0.16381,2.85727,0.642857,28.0952
52,0.180944,0.0386,0.00585163,0.00583051,0.0229642,240,0,0.16381,27.9938,0.642857,28.0952
53,0.140125,0.0386,0.0137694,0.00583051,0.0540367,240,0,0.16381,11.8967,0.642857,28.0952
54,0.231581,0.0386,0.00543447,0.00583051,0.0213271,240,0,0.16381,30.1427,0.642857,28.0952
55,0.123141,0.0386,0.018447,0.00583051,0.0723937,240,0,0.16381,8.88002,0.642857,28.0952
56,0.277702,0.0386,0.0257095,0.00583051,0.100895,240,0,0.16381,6.37155,0.642857,28.0952
57,0.220571,0.0386,0.0353448,0.00583051,0.138708,240,0,0.16381,4.63461,0.642857,28.0952
58,0.606721,0.0386,0.0134964,0.00583051,0.0529656,240,0,0.16381,12.1373,0.642857,28.0952
59,0.314945,0.0386,0.0172627,0.00583051,0.0677461,240,0,0.16381,9.48921,0.642857,28.0952
60,0.106412,0.0386,0.0181756,0.00583051,0.0713286,240,0,0.16381,9.01261,0.642857,28.0952
61,0.395368,0.0386,0.0738721,0.00583051,0.289905,240,0,0.16381,2.21747,0.642857,28.0952
62,0.117134,0.0386,0.190643,0.00583051,0.748163,240,0,0.16381,0.859248,0.642857,28.0952
