PID,i_lum_F1_indiv,i_lum_k12(KA),i_lum_k23(Q/V),i_lum_k32(Q/VP),i_lum_k20(CL/V),total_mg_dose_per_occassion,DS,Q,V,CL,VP
0,0.290434,0.0386,0.117569,0.00583051,0.461392,120,0,0.0819048,0.69665,0.321429,14.0476
1,0.427362,0.0386,0.0604096,0.00583051,0.237073,120,0,0.0819048,1.35582,0.321429,14.0476
2,0.088934,0.0386,0.0195916,0.00583051,0.0768856,120,0,0.0819048,4.18061,0.321429,14.0476
3,0.247494,0.0386,0.0824545,0.00583051,0.323586,120,0,0.0819048,0.993333,0.321429,14.0476
4,0.246458,0.0386,0.00255207,0.00583051,0.0100154,120,0,0.0819048,32.0934,0.321429,14.0476
5,0.48176,0.0386,0.380242,0.00583051,1.49223,120,0,0.0819048,0.215402,0.321429,14.0476
6,0.128425,0.0386,0.0479585,0.00583051,0.188209,120,0,0.0819048,1.70783,0.321429,14.0476
7,0.17497,0.0386,0.00296341,0.00583051,0.0116296,120,0,0.0819048,27.6387,0.321429,14.0476
8,0.0845933,0.0386,0.0062832,0.00583051,0.0246579,120,0,0.0819048,13.0355,0.321429,14.0476
9,0.351255,0.0386,0.0450207,0.00583051,0.17668,120,0,0.0819048,1.81927,0.321429,14.0476
10,0.446035,0.0386,0.179132,0.00583051,0.702988,120,0,0.0819048,0.457232,0.321429,14.0476
11,0.146312,0.0386,0.0378675,0.00583051,0.148608,120,0,0.0819048,2.16293,0.321429,14.0476
12,0.320147,0.0386,0.0436563,0.00583051,0.171326,120,0,0.0819048,1.87613,0.321429,14.0476
13,0.302172,0.0386,0.225343,0.00583051,0.88434,120,0,0.0819048,0.363467,0.321429,14.0476
14,0.273924,0.0386,0.0646985,0.00583051,0.253904,120,0,0.0819048,1.26594,0.321429,14.0476
15,0.385574,0.0386,0.0103675,0.00583051,0.0406865,120,0,0.0819048,7.90013,0.321429,14.0476
16,0.259387,0.0386,0.0311062,0.00583051,0.122074,120,0,0.0819048,2.63306,0.321429,14.0476
17,0.217841,0.0386,0.0453666,0.00583051,0.178038,120,0,0.0819048,1.8054,0.321429,14.0476
18,0.217265,0.0386,0.0681993,0.00583051,0.267642,120,0,0.0819048,1.20096,0.321429,14.0476
19,0.66713,0.0386,0.0311553,0.00583051,0.122266,120,0,0.0819048,2.62892,0.321429,14.0476
20,0.638967,0.0386,0.0896437,0.00583051,0.351799,120,0,0.0819048,0.91367,0.321429,14.0476
21,0.0719921,0.0386,0.086816,0.00583051,0.340702,120,0,0.0819048,0.94343,0.321429,14.0476
22,0.190724,0.0386,0.0174161,0.00583051,0.0683479,120,0,0.0819048,4.70283,0.321429,14.0476
23,0.414902,0.0386,0.00964993,0.00583051,0.0378704,120,0,0.0819048,8.4876,0.321429,14.0476
24,0.050425,0.0386,0.108885,0.00583051,0.427312,120,0,0.0819048,0.75221,0.321429,14.0476
25,0.137194,0.0386,0.0289387,0.00583051,0.113568,120,0,0.0819048,2.83028,0.321429,14.0476
26,0.125333,0.0386,0.228583,0.00583051,0.897055,120,0,0.0819048,0.358315,0.321429,14.0476
27,0.195396,0.0386,0.0180202,0.00583051,0.0707186,120,0,0.0819048,4.54517,0.321429,14.0476
28,0.0900348,0.0386,0.0271888,0.00583051,0.1067,120,0,0.0819048,3.01245,0.321429,14.0476
29,0.71783,0.0386,0.0217079,0.00583051,0.085191,120,0,0.0819048,3.77304,0.321429,14.0476
30,0.236266,0.0386,0.0100707,0.00583051,0.0395215,120,0,0.0819048,8.133,0.321429,14.0476
31,0.113525,0.0386,0.0791062,0.00583051,0.310446,120,0,0.0819048,1.03538,0.321429,14.0476
32,0.257704,0.0386,0.057024,0.00583051,0.223786,120,0,0.0819048,1.43632,0.321429,14.0476
33,0.337506,0.0386,0.0359911,0.00583051,0.141244,120,0,0.0819048,2.2757,0.321429,14.0476
34,0.155555,0.0386,0.0164727,0.00583051,0.064646,120,0,0.0819048,4.97214,0.321429,14.0476
