PID,i_lum_F1_indiv,i_lum_k12(KA),i_lum_k23(Q/V),i_lum_k32(Q/VP),i_lum_k20(CL/V),total_mg_dose_per_occassion,DS,Q,V,CL,VP
0,0.0491346,0.0386,0.0295216,0.00583051,0.115855,480,0,0.327619,11.0976,1.28571,56.1905
1,0.425842,0.0386,0.00564862,0.00583051,0.0221675,480,0,0.327619,57.9999,1.28571,56.1905
2,0.103608,0.0386,0.0795984,0.00583051,0.312377,480,0,0.327619,4.1159,1.28571,56.1905
3,0.274711,0.0386,0.00791275,0.00583051,0.031053,480,0,0.327619,41.4039,1.28571,56.1905
4,0.502908,0.0386,0.00535352,0.00583051,0.0210094,480,0,0.327619,61.197,1.28571,56.1905
5,0.640554,0.0386,0.0190123,0.00583051,0.0746123,480,0,0.327619,17.2319,1.28571,56.1905
6,0.290773,0.0386,0.0213515,0.00583051,0.0837924,480,0,0.327619,15.3441,1.28571,56.1905
7,0.115404,0.0386,0.0152137,0.00583051,0.059705,480,0,0.327619,21.5344,1.28571,56.1905
8,0.524504,0.0386,0.097481,0.00583051,0.382556,480,0,0.327619,3.36085,1.28571,56.1905
9,0.655941,0.0386,0.103239,0.00583051,0.405153,480,0,0.327619,3.1734,1.28571,56.1905
10,0.201038,0.0386,0.0141145,0.00583051,0.0553912,480,0,0.327619,23.2115,1.28571,56.1905
11,0.314777,0.0386,0.0379086,0.00583051,0.148769,480,0,0.327619,8.64235,1.28571,56.1905
12,0.177615,0.0386,0.0185505,0.00583051,0.0727998,480,0,0.327619,17.661,1.28571,56.1905
13,0.257492,0.0386,0.0156594,0.00583051,0.0614542,480,0,0.327619,20.9215,1.28571,56.1905
14,0.229847,0.0386,0.0995793,0.00583051,0.390791,480,0,0.327619,3.29003,1.28571,56.1905
15,0.446697,0.0386,0.4633,0.00583051,1.81818,480,0,0.327619,0.707142,1.28571,56.1905
16,0.334335,0.0386,0.00749406,0.00583051,0.0294098,480,0,0.327619,43.7171,1.28571,56.1905
17,0.101895,0.0386,0.0197426,0.00583051,0.0774781,480,0,0.327619,16.5946,1.28571,56.1905
18,0.314085,0.0386,0.0410104,0.00583051,0.160942,480,0,0.327619,7.98869,1.28571,56.1905
19,0.415427,0.0386,0.0230944,0.00583051,0.0906321,480,0,0.327619,14.1861,1.28571,56.1905
20,0.0881839,0.0386,0.0156603,0.00583051,0.0614577,480,0,0.327619,20.9203,1.28571,56.1905
21,0.571813,0.0386,0.157478,0.00583051,0.61801,480,0,0.327619,2.08041,1.28571,56.1905
22,0.572087,0.0386,0.0420073,0.00583051,0.164854,480,0,0.327619,7.7991,1.28571,56.1905
23,0.269985,0.0386,0.23595,0.00583051,0.925968,480,0,0.327619,1.38851,1.28571,56.1905
24,0.363136,0.0386,0.0125016,0.00583051,0.0490617,480,0,0.327619,26.2061,1.28571,56.1905
25,0.0452585,0.0386,0.0100401,0.00583051,0.0394016,480,0,0.327619,32.631,1.28571,56.1905
26,0.466837,0.0386,0.02111,0.00583051,0.0828444,480,0,0.327619,15.5196,1.28571,56.1905
27,0.297829,0.0386,0.014781,0.00583051,0.0580068,480,0,0.327619,22.1649,1.28571,56.1905
28,0.13677,0.0386,0.0197104,0.00583051,0.0773518,480,0,0.327619,16.6216,1.28571,56.1905
29,0.0568865,0.0386,0.0185607,0.00583051,0.0728398,480,0,0.327619,17.6513,1.28571,56.1905
30,0.174668,0.0386,0.0727937,0.00583051,0.285673,480,0,0.327619,4.50065,1.28571,56.1905
31,0.177515,0.0386,0.267917,0.00583051,1.05142,480,0,0.327619,1.22284,1.28571,56.1905
32,0.229596,0.0386,0.0404134,0.00583051,0.158599,480,0,0.327619,8.10669,1.28571,56.1905
33,0.453772,0.0386,0.00825605,0.00583051,0.0324002,480,0,0.327619,39.6823,1.28571,56.1905
34,0.5445,0.0386,0.0297566,0.00583051,0.116777,480,0,0.327619,11.01,1.28571,56.1905
35,0.251895,0.0386,0.0234418,0.00583051,0.0919954,480,0,0.327619,13.9759,1.28571,56.1905
36,0.396013,0.0386,0.046028,0.00583051,0.180633,480,0,0.327619,7.11782,1.28571,56.1905
37,0.277913,0.0386,0.778929,0.00583051,3.05684,480,0,0.327619,0.420602,1.28571,56.1905
38,0.112002,0.0386,0.0298415,0.00583051,0.11711,480,0,0.327619,10.9786,1.28571,56.1905
39,0.167169,0.0386,0.0178824,0.00583051,0.0701781,480,0,0.327619,18.3207,1.28571,56.1905
40,0.027538,0.0386,0.00741202,0.00583051,0.0290879,480,0,0.327619,44.201,1.28571,56.1905
41,0.401794,0.0386,0.0137724,0.00583051,0.0540486,480,0,0.327619,23.7881,1.28571,56.1905
42,0.464368,0.0386,0.0117916,0.00583051,0.046275,480,0,0.327619,27.7842,1.28571,56.1905
43,0.169737,0.0386,0.0109606,0.00583051,0.043014,480,0,0.327619,29.8906,1.28571,56.1905
44,0.329136,0.0386,0.0146646,0.00583051,0.0575501,480,0,0.327619,22.3408,1.28571,56.1905
45,0.177826,0.0386,0.0409909,0.00583051,0.160865,480,0,0.327619,7.99248,1.28571,56.1905
46,0.109523,0.0386,0.0908335,0.00583051,0.356469,480,0,0.327619,3.60681,1.28571,56.1905
47,0.44148,0.0386,0.00565618,0.00583051,0.0221972,480,0,0.327619,57.9223,1.28571,56.1905
48,0.209788,0.0386,0.00654437,0.00583051,0.0256829,480,0,0.327619,50.0612,1.28571,56.1905
49,0.127759,0.0386,0.0076342,0.00583051,0.0299598,480,0,0.327619,42.9146,1.28571,56.1905
50,0.468059,0.0386,0.0687302,0.00583051,0.269726,480,0,0.327619,4.76674,1.28571,56.1905
51,0.219718,0.0386,0.0453795,0.00583051,0.178088,480,0,0.327619,7.21953,1.28571,56.1905
52,0.284338,0.0386,0.0171153,0.00583051,0.0671676,480,0,0.327619,19.1419,1.28571,56.1905
53,0.394833,0.0386,0.0409679,0.00583051,0.160775,480,0,0.327619,7.99697,1.28571,56.1905
54,0.140089,0.0386,0.0130266,0.00583051,0.0511218,480,0,0.327619,25.15,1.28571,56.1905
55,0.18528,0.0386,0.0173788,0.00583051,0.0682018,480,0,0.327619,18.8516,1.28571,56.1905
56,0.144993,0.0386,0.352595,0.00583051,1.38373,480,0,0.327619,0.929164,1.28571,56.1905
57,0.334248,0.0386,0.408316,0.00583051,1.6024,480,0,0.327619,0.802367,1.28571,56.1905
58,0.196923,0.0386,0.0144737,0.00583051,0.056801,480,0,0.327619,22.6354,1.28571,56.1905
59,0.837242,0.0386,0.00681996,0.00583051,0.0267644,480,0,0.327619,48.0383,1.28571,56.1905
60,0.355912,0.0386,0.0482337,0.00583051,0.189289,480,0,0.327619,6.79233,1.28571,56.1905
61,0.0876442,0.0386,0.0251113,0.00583051,0.0985471,480,0,0.327619,13.0467,1.28571,56.1905
62,0.196376,0.0386,0.0895807,0.00583051,0.351552,480,0,0.327619,3.65725,1.28571,56.1905
63,0.291918,0.0386,0.052371,0.00583051,0.205526,480,0,0.327619,6.25573,1.28571,56.1905
