-0,0
1.21288e-11,1
1.64141e-08,2
3.57013e-07,3
1.58234e-06,4
3.1485e-06,5
3.97423e-06,6
3.80565e-06,7
3.06121e-06,8
2.20001e-06,9
1.46846e-06,10
9.33418e-07,11
5.74375e-07,12
0.00015837,13
0.00195947,14
0.00636002,15
0.0104441,16
0.0119085,17
0.0109657,18
0.00878173,19
0.00637561,20
0.00431325,21
0.00277484,22
0.00172369,23
0.00104558,24
0.0251199,25
0.0703038,26
0.0986937,27
0.109931,28
0.109843,29
0.102621,30
0.0910485,31
0.0770873,32
0.0622582,33
0.0478348,34
0.0348799,35
0.0241452,36
0.107404,37
0.159904,38
0.183999,39
0.191403,40
0.188746,41
0.179683,42
0.1664,43
0.150342,44
0.132549,45
0.113834,46
0.0948962,47
0.0764176,48
0.168572,49
0.214058,50
0.233031,51
0.237772,52
0.234188,53
0.225113,54
0.212134,55
0.196344,56
0.178594,57
0.159562,58
0.1398,59
0.119784,60
0.206545,61
0.245545,62
0.260468,63
0.26357,64
0.259945,65
0.251649,66
0.239712,67
0.224898,68
0.207903,69
0.18936,70
0.169809,71
0.149699,72
0.129412,73
0.109318,74
0.0898206,75
0.0713982,76
0.0546078,77
0.040018,78
0.0280634,79
0.0188852,80
0.0122744,81
0.00776962,82
0.00482892,83
0.00296656,84
0.00181023,85
0.00110086,86
0.000668629,87
0.000406155,88
0.000246961,89
0.000150394,90
9.17605e-05,91
5.61055e-05,92
3.43835e-05,93
2.11225e-05,94
1.30086e-05,95
8.03228e-06,96
4.97285e-06,97
3.08713e-06,98
1.92184e-06,99
1.19982e-06,100
7.51236e-07,101
4.71764e-07,102
2.97157e-07,103
1.87751e-07,104
1.18999e-07,105
7.56633e-08,106
4.82656e-08,107
3.08904e-08,108
1.98365e-08,109
1.27816e-08,110
8.26436e-09,111
5.36237e-09,112
3.49182e-09,113
2.28199e-09,114
1.49681e-09,115
9.85439e-10,116
6.51213e-10,117
4.31983e-10,118
2.8766e-10,119
1.923e-10,120
1.29058e-10,121
8.69582e-11,122
5.88268e-11,123
3.99571e-11,124
2.72509e-11,125
1.86616e-11,126
1.28325e-11,127
8.86097e-12,128
6.14425e-12,129
4.27842e-12,130
2.99182e-12,131
2.10103e-12,132
1.48177e-12,133
1.04952e-12,134
7.46551e-13,135
5.33333e-13,136
3.82652e-13,137
2.75729e-13,138
1.99544e-13,139
1.45032e-13,140
1.05864e-13,141
7.76092e-14,142
5.71395e-14,143
4.22486e-14,144
3.13731e-14,145
2.3398e-14,146
1.7523e-14,147
1.31793e-14,148
9.955e-15,149
7.54952e-15,150
5.75003e-15,151
4.39463e-15,152
3.37693e-15,153
2.59977e-15,154
2.01228e-15,155
