PID,i_lum_F1_indiv,i_lum_k12(KA),i_lum_k23(Q/V),i_lum_k32(Q/VP),i_lum_k20(CL/V),total_mg_dose_per_occassion,DS,Q,V,CL,VP
20,0.26779,0.0386,0.00503372,0.00701877,0.0197544,240,0.24338,0.197194,,39.1746,0.773872,28.0952
21,0.174072,0.0386,0.00198978,0.00701877,0.00780873,240,0.24338,0.197194,,99.1034,0.773872,28.0952
22,0.38637,0.0386,0.0138476,0.00701877,0.0543439,240,0.24338,0.197194,,14.2403,0.773872,28.0952
23,0.128351,0.0386,0.0546375,0.00701877,0.21442,240,0.24338,0.197194,,3.60913,0.773872,28.0952
24,0.270314,0.0386,0.00933861,0.00701877,0.0366486,240,0.24338,0.197194,,21.116,0.773872,28.0952
25,0.194301,0.0386,0.0217644,0.00701877,0.0854126,240,0.24338,0.197194,,9.0604,0.773872,28.0952
26,0.0544049,0.0386,0.112682,0.00701877,0.44221,240,0.24338,0.197194,,1.75001,0.773872,28.0952
27,0.200121,0.0386,0.0281661,0.00701877,0.110536,240,0.24338,0.197194,,7.00111,0.773872,28.0952
28,0.249918,0.0386,0.0992856,0.00701877,0.389638,240,0.24338,0.197194,,1.98613,0.773872,28.0952
29,0.363159,0.0386,0.0106562,0.00701877,0.0418193,240,0.24338,0.197194,,18.5052,0.773872,28.0952
30,0.247142,0.0386,0.409303,0.00701877,1.60628,240,0.24338,0.197194,,0.48178,0.773872,28.0952
31,0.643233,0.0386,0.0514087,0.00701877,0.201749,240,0.24338,0.197194,,3.83581,0.773872,28.0952
32,0.443966,0.0386,0.0181033,0.00701877,0.0710448,240,0.24338,0.197194,,10.8927,0.773872,28.0952
33,0.752792,0.0386,0.0486818,0.00701877,0.191048,240,0.24338,0.197194,,4.05067,0.773872,28.0952
34,0.367736,0.0386,0.0171692,0.00701877,0.0673792,240,0.24338,0.197194,,11.4853,0.773872,28.0952
35,0.396486,0.0386,0.0387027,0.00701877,0.151885,240,0.24338,0.197194,,5.0951,0.773872,28.0952
36,0.0429841,0.0386,0.0971191,0.00701877,0.381136,240,0.24338,0.197194,,2.03044,0.773872,28.0952
37,0.213987,0.0386,0.0718779,0.00701877,0.282079,240,0.24338,0.197194,,2.74346,0.773872,28.0952
38,0.144607,0.0386,0.0233655,0.00701877,0.091696,240,0.24338,0.197194,,8.43954,0.773872,28.0952
39,0.210084,0.0386,0.0066246,0.00701877,0.0259977,240,0.24338,0.197194,,29.7669,0.773872,28.0952
40,0.471741,0.0386,0.0088718,0.00701877,0.0348166,240,0.24338,0.197194,,22.2271,0.773872,28.0952
41,0.16237,0.0386,0.104732,0.00701877,0.411013,240,0.24338,0.197194,,1.88284,0.773872,28.0952
42,0.332018,0.0386,0.0478874,0.00701877,0.18793,240,0.24338,0.197194,,4.11787,0.773872,28.0952
43,0.415329,0.0386,0.0076874,0.00701877,0.0301686,240,0.24338,0.197194,,25.6516,0.773872,28.0952
44,0.75397,0.0386,0.0122128,0.00701877,0.0479281,240,0.24338,0.197194,,16.1465,0.773872,28.0952
45,0.115144,0.0386,0.100607,0.00701877,0.394824,240,0.24338,0.197194,,1.96004,0.773872,28.0952
46,0.125892,0.0386,0.0467601,0.00701877,0.183506,240,0.24338,0.197194,,4.21714,0.773872,28.0952
47,0.419236,0.0386,0.0122766,0.00701877,0.0481785,240,0.24338,0.197194,,16.0626,0.773872,28.0952
48,0.399836,0.0386,0.0292614,0.00701877,0.114834,240,0.24338,0.197194,,6.73906,0.773872,28.0952
49,0.552329,0.0386,0.287498,0.00701877,1.12826,240,0.24338,0.197194,,0.685898,0.773872,28.0952
50,0.444668,0.0386,0.0265548,0.00701877,0.104212,240,0.24338,0.197194,,7.42593,0.773872,28.0952
51,0.13082,0.0386,0.0289313,0.00701877,0.113539,240,0.24338,0.197194,,6.81594,0.773872,28.0952
52,0.191807,0.0386,0.0152329,0.00701877,0.0597801,240,0.24338,0.197194,,12.9453,0.773872,28.0952
53,0.121944,0.0386,0.0420693,0.00701877,0.165097,240,0.24338,0.197194,,4.68737,0.773872,28.0952
54,0.212082,0.0386,0.0836849,0.00701877,0.328415,240,0.24338,0.197194,,2.35639,0.773872,28.0952
55,0.568182,0.0386,0.0338177,0.00701877,0.132715,240,0.24338,0.197194,,5.8311,0.773872,28.0952
56,0.424177,0.0386,0.0357057,0.00701877,0.140124,240,0.24338,0.197194,,5.52276,0.773872,28.0952
57,0.394671,0.0386,0.0197368,0.00701877,0.0774554,240,0.24338,0.197194,,9.9912,0.773872,28.0952
58,0.0754398,0.0386,0.0161325,0.00701877,0.0633106,240,0.24338,0.197194,,12.2234,0.773872,28.0952
59,0.472892,0.0386,0.0247732,0.00701877,0.0972204,240,0.24338,0.197194,,7.95998,0.773872,28.0952
60,0.172652,0.0386,0.0614548,0.00701877,0.241174,240,0.24338,0.197194,,3.20877,0.773872,28.0952
61,0.0754593,0.0386,0.0301333,0.00701877,0.118256,240,0.24338,0.197194,,6.54405,0.773872,28.0952
62,0.440211,0.0386,0.0162253,0.00701877,0.063675,240,0.24338,0.197194,,12.1535,0.773872,28.0952
63,0.353894,0.0386,0.00822477,0.00701877,0.0322774,240,0.24338,0.197194,,23.9756,0.773872,28.0952
64,0.190648,0.0386,0.00182069,0.00701877,0.00714516,240,0.24338,0.197194,,108.307,0.773872,28.0952
65,0.36929,0.0386,0.00976724,0.00701877,0.0383307,240,0.24338,0.197194,,20.1893,0.773872,28.0952
66,0.20213,0.0386,0.104923,0.00701877,0.41176,240,0.24338,0.197194,,1.87942,0.773872,28.0952
67,0.225912,0.0386,0.0551472,0.00701877,0.216421,240,0.24338,0.197194,,3.57578,0.773872,28.0952
68,0.243362,0.0386,0.011345,0.00701877,0.0445225,240,0.24338,0.197194,,17.3816,0.773872,28.0952
69,0.100364,0.0386,0.0332232,0.00701877,0.130382,240,0.24338,0.197194,,5.93543,0.773872,28.0952
70,0.244363,0.0386,0.00236143,0.00701877,0.00926724,240,0.24338,0.197194,,83.5063,0.773872,28.0952
71,0.253987,0.0386,0.0561941,0.00701877,0.220529,240,0.24338,0.197194,,3.50916,0.773872,28.0952
72,0.226249,0.0386,0.0133514,0.00701877,0.0523965,240,0.24338,0.197194,,14.7695,0.773872,28.0952
73,0.306813,0.0386,0.0185376,0.00701877,0.0727491,240,0.24338,0.197194,,10.6375,0.773872,28.0952
74,0.267807,0.0386,0.024364,0.00701877,0.0956146,240,0.24338,0.197194,,8.09366,0.773872,28.0952
75,0.183395,0.0386,0.0373652,0.00701877,0.146637,240,0.24338,0.197194,,5.27749,0.773872,28.0952
76,0.396282,0.0386,0.0140538,0.00701877,0.0551529,240,0.24338,0.197194,,14.0314,0.773872,28.0952
77,0.122328,0.0386,0.0240822,0.00701877,0.0945087,240,0.24338,0.197194,,8.18837,0.773872,28.0952
78,0.211383,0.0386,0.015348,0.00701877,0.0602321,240,0.24338,0.197194,,12.8482,0.773872,28.0952
79,0.326163,0.0386,0.0294639,0.00701877,0.115629,240,0.24338,0.197194,,6.69273,0.773872,28.0952
80,0.0514207,0.0386,0.0526498,0.00701877,0.20662,240,0.24338,0.197194,,3.74539,0.773872,28.0952
81,0.0986196,0.0386,0.0116274,0.00701877,0.0456308,240,0.24338,0.197194,,16.9594,0.773872,28.0952
82,0.145997,0.0386,0.0723184,0.00701877,0.283808,240,0.24338,0.197194,,2.72675,0.773872,28.0952
83,0.32334,0.0386,0.0365734,0.00701877,0.143529,240,0.24338,0.197194,,5.39174,0.773872,28.0952
84,0.165391,0.0386,0.0215742,0.00701877,0.0846662,240,0.24338,0.197194,,9.14028,0.773872,28.0952
85,0.175814,0.0386,0.0645471,0.00701877,0.25331,240,0.24338,0.197194,,3.05504,0.773872,28.0952
86,0.237281,0.0386,0.16049,0.00701877,0.62983,240,0.24338,0.197194,,1.2287,0.773872,28.0952
87,0.179494,0.0386,0.0989783,0.00701877,0.388432,240,0.24338,0.197194,,1.9923,0.773872,28.0952
88,0.378396,0.0386,0.0383831,0.00701877,0.150631,240,0.24338,0.197194,,5.13752,0.773872,28.0952
89,0.282657,0.0386,0.0405257,0.00701877,0.15904,240,0.24338,0.197194,,4.8659,0.773872,28.0952
90,0.522371,0.0386,0.0105624,0.00701877,0.0414511,240,0.24338,0.197194,,18.6695,0.773872,28.0952
91,0.153227,0.0386,0.0262016,0.00701877,0.102826,240,0.24338,0.197194,,7.52603,0.773872,28.0952
92,0.347343,0.0386,0.0316825,0.00701877,0.124335,240,0.24338,0.197194,,6.22408,0.773872,28.0952
93,0.226616,0.0386,0.0162196,0.00701877,0.0636526,240,0.24338,0.197194,,12.1578,0.773872,28.0952
94,0.230593,0.0386,0.0552938,0.00701877,0.216996,240,0.24338,0.197194,,3.5663,0.773872,28.0952
95,0.161944,0.0386,0.00494302,0.00701877,0.0193985,240,0.24338,0.197194,,39.8934,0.773872,28.0952
96,0.128916,0.0386,0.0811199,0.00701877,0.318348,240,0.24338,0.197194,,2.4309,0.773872,28.0952
97,0.419749,0.0386,0.0135209,0.00701877,0.0530615,240,0.24338,0.197194,,14.5844,0.773872,28.0952
98,0.335058,0.0386,0.0803099,0.00701877,0.31517,240,0.24338,0.197194,,2.45542,0.773872,28.0952
99,0.0608465,0.0386,0.336945,0.00701877,1.32231,240,0.24338,0.197194,,0.585242,0.773872,28.0952
100,0.193758,0.0386,0.193929,0.00701877,0.761059,240,0.24338,0.197194,,1.01684,0.773872,28.0952
101,0.596553,0.0386,0.00814345,0.00701877,0.0319583,240,0.24338,0.197194,,24.2151,0.773872,28.0952
102,0.310549,0.0386,0.00438875,0.00701877,0.0172233,240,0.24338,0.197194,,44.9317,0.773872,28.0952
103,0.453491,0.0386,0.0277489,0.00701877,0.108898,240,0.24338,0.197194,,7.10638,0.773872,28.0952
104,0.277081,0.0386,0.0327361,0.00701877,0.12847,240,0.24338,0.197194,,6.02375,0.773872,28.0952
105,0.388618,0.0386,0.0260965,0.00701877,0.102413,240,0.24338,0.197194,,7.55636,0.773872,28.0952
106,0.0779327,0.0386,0.0374888,0.00701877,0.147122,240,0.24338,0.197194,,5.26008,0.773872,28.0952
107,0.321319,0.0386,0.0220609,0.00701877,0.0865762,240,0.24338,0.197194,,8.93863,0.773872,28.0952
108,0.351071,0.0386,0.0267606,0.00701877,0.10502,240,0.24338,0.197194,,7.36882,0.773872,28.0952
109,0.167881,0.0386,0.154646,0.00701877,0.606896,240,0.24338,0.197194,,1.27513,0.773872,28.0952
110,0.333027,0.0386,0.0813543,0.00701877,0.319268,240,0.24338,0.197194,,2.42389,0.773872,28.0952
111,0.222495,0.0386,0.117185,0.00701877,0.459884,240,0.24338,0.197194,,1.68276,0.773872,28.0952
112,0.121359,0.0386,0.0368037,0.00701877,0.144433,240,0.24338,0.197194,,5.358,0.773872,28.0952
113,0.0698259,0.0386,0.0767746,0.00701877,0.301296,240,0.24338,0.197194,,2.56848,0.773872,28.0952
114,0.0703969,0.0386,0.082223,0.00701877,0.322677,240,0.24338,0.197194,,2.39829,0.773872,28.0952
115,0.0858234,0.0386,0.0410629,0.00701877,0.161148,240,0.24338,0.197194,,4.80224,0.773872,28.0952
116,0.131121,0.0386,0.032472,0.00701877,0.127434,240,0.24338,0.197194,,6.07275,0.773872,28.0952
117,0.151782,0.0386,0.0975221,0.00701877,0.382718,240,0.24338,0.197194,,2.02205,0.773872,28.0952
118,0.166375,0.0386,0.0380814,0.00701877,0.149447,240,0.24338,0.197194,,5.17822,0.773872,28.0952
119,0.267143,0.0386,0.118832,0.00701877,0.466345,240,0.24338,0.197194,,1.65944,0.773872,28.0952
120,0.297762,0.0386,0.168634,0.00701877,0.661791,240,0.24338,0.197194,,1.16936,0.773872,28.0952
121,0.320672,0.0386,0.0262536,0.00701877,0.10303,240,0.24338,0.197194,,7.51112,0.773872,28.0952
122,0.0557372,0.0386,0.0174375,0.00701877,0.0684319,240,0.24338,0.197194,,11.3086,0.773872,28.0952
123,0.182813,0.0386,0.0581935,0.00701877,0.228376,240,0.24338,0.197194,,3.38859,0.773872,28.0952
124,0.0858348,0.0386,0.0270167,0.00701877,0.106025,240,0.24338,0.197194,,7.29896,0.773872,28.0952
125,0.155952,0.0386,0.126503,0.00701877,0.49645,240,0.24338,0.197194,,1.55881,0.773872,28.0952
126,0.124145,0.0386,0.00658908,0.00701877,0.0258583,240,0.24338,0.197194,,29.9274,0.773872,28.0952
127,0.0491022,0.0386,0.0615043,0.00701877,0.241369,240,0.24338,0.197194,,3.20618,0.773872,28.0952
128,0.299697,0.0386,0.0181042,0.00701877,0.0710485,240,0.24338,0.197194,,10.8922,0.773872,28.0952
129,0.175844,0.0386,0.0141585,0.00701877,0.0555639,240,0.24338,0.197194,,13.9276,0.773872,28.0952
130,0.340951,0.0386,0.153919,0.00701877,0.604043,240,0.24338,0.197194,,1.28115,0.773872,28.0952
131,0.185139,0.0386,0.00750713,0.00701877,0.0294611,240,0.24338,0.197194,,26.2676,0.773872,28.0952
132,0.438529,0.0386,0.00924514,0.00701877,0.0362818,240,0.24338,0.197194,,21.3295,0.773872,28.0952
133,0.116215,0.0386,0.021887,0.00701877,0.0858937,240,0.24338,0.197194,,9.00965,0.773872,28.0952
134,0.287284,0.0386,0.0878886,0.00701877,0.344912,240,0.24338,0.197194,,2.24368,0.773872,28.0952
135,0.359525,0.0386,0.0890333,0.00701877,0.349404,240,0.24338,0.197194,,2.21483,0.773872,28.0952
136,0.318159,0.0386,0.0305429,0.00701877,0.119863,240,0.24338,0.197194,,6.45629,0.773872,28.0952
137,0.485241,0.0386,0.0158578,0.00701877,0.0622327,240,0.24338,0.197194,,12.4351,0.773872,28.0952
138,0.148726,0.0386,0.330847,0.00701877,1.29838,240,0.24338,0.197194,,0.596028,0.773872,28.0952
139,0.0491367,0.0386,0.103811,0.00701877,0.407396,240,0.24338,0.197194,,1.89956,0.773872,28.0952
140,0.253168,0.0386,0.135568,0.00701877,0.532027,240,0.24338,0.197194,,1.45457,0.773872,28.0952
141,0.549829,0.0386,0.084224,0.00701877,0.33053,240,0.24338,0.197194,,2.34131,0.773872,28.0952
142,0.279813,0.0386,0.0145474,0.00701877,0.0570902,240,0.24338,0.197194,,13.5552,0.773872,28.0952
143,0.115337,0.0386,0.108738,0.00701877,0.426733,240,0.24338,0.197194,,1.81348,0.773872,28.0952
144,0.436759,0.0386,0.0379717,0.00701877,0.149017,240,0.24338,0.197194,,5.19318,0.773872,28.0952
145,0.213406,0.0386,0.108927,0.00701877,0.427475,240,0.24338,0.197194,,1.81033,0.773872,28.0952
146,0.416116,0.0386,0.0496909,0.00701877,0.195008,240,0.24338,0.197194,,3.96842,0.773872,28.0952
147,0.224326,0.0386,0.0105009,0.00701877,0.0412098,240,0.24338,0.197194,,18.7788,0.773872,28.0952
148,0.18699,0.0386,0.0380946,0.00701877,0.149499,240,0.24338,0.197194,,5.17643,0.773872,28.0952
149,0.293104,0.0386,0.162524,0.00701877,0.637814,240,0.24338,0.197194,,1.21332,0.773872,28.0952
150,0.206191,0.0386,0.0128351,0.00701877,0.0503702,240,0.24338,0.197194,,15.3637,0.773872,28.0952
151,0.137065,0.0386,0.00983522,0.00701877,0.0385975,240,0.24338,0.197194,,20.0498,0.773872,28.0952
152,0.353172,0.0386,0.055973,0.00701877,0.219661,240,0.24338,0.197194,,3.52302,0.773872,28.0952
153,0.369198,0.0386,0.0293281,0.00701877,0.115096,240,0.24338,0.197194,,6.72373,0.773872,28.0952
154,0.167424,0.0386,0.0531943,0.00701877,0.208757,240,0.24338,0.197194,,3.70705,0.773872,28.0952
155,0.172988,0.0386,0.538357,0.00701877,2.11274,240,0.24338,0.197194,,0.366289,0.773872,28.0952
156,0.0732389,0.0386,0.0862172,0.00701877,0.338352,240,0.24338,0.197194,,2.28718,0.773872,28.0952
157,0.353925,0.0386,0.0618301,0.00701877,0.242647,240,0.24338,0.197194,,3.18929,0.773872,28.0952
158,0.296794,0.0386,0.0758479,0.00701877,0.297659,240,0.24338,0.197194,,2.59986,0.773872,28.0952
159,0.444496,0.0386,0.0102092,0.00701877,0.0400653,240,0.24338,0.197194,,19.3153,0.773872,28.0952
160,0.166522,0.0386,0.0104633,0.00701877,0.0410623,240,0.24338,0.197194,,18.8463,0.773872,28.0952
161,0.137531,0.0386,0.00560371,0.00701877,0.0219913,240,0.24338,0.197194,,35.1899,0.773872,28.0952
162,0.234131,0.0386,0.127534,0.00701877,0.500498,240,0.24338,0.197194,,1.5462,0.773872,28.0952
163,0.483945,0.0386,0.0341826,0.00701877,0.134147,240,0.24338,0.197194,,5.76885,0.773872,28.0952
164,0.156097,0.0386,0.116065,0.00701877,0.455487,240,0.24338,0.197194,,1.699,0.773872,28.0952
165,0.211589,0.0386,0.00815354,0.00701877,0.0319979,240,0.24338,0.197194,,24.1851,0.773872,28.0952
166,0.222982,0.0386,0.0758199,0.00701877,0.297549,240,0.24338,0.197194,,2.60082,0.773872,28.0952
167,0.0514805,0.0386,0.0382926,0.00701877,0.150276,240,0.24338,0.197194,,5.14966,0.773872,28.0952
168,0.432992,0.0386,0.235522,0.00701877,0.924288,240,0.24338,0.197194,,0.837263,0.773872,28.0952
169,0.0839383,0.0386,0.0181249,0.00701877,0.0711298,240,0.24338,0.197194,,10.8797,0.773872,28.0952
170,0.199505,0.0386,0.200518,0.00701877,0.786917,240,0.24338,0.197194,,0.983423,0.773872,28.0952
171,0.419435,0.0386,0.0382891,0.00701877,0.150262,240,0.24338,0.197194,,5.15014,0.773872,28.0952
172,0.432834,0.0386,0.0604619,0.00701877,0.237278,240,0.24338,0.197194,,3.26146,0.773872,28.0952
173,0.0378404,0.0386,0.00942614,0.00701877,0.0369921,240,0.24338,0.197194,,20.9199,0.773872,28.0952
174,0.120828,0.0386,0.0613667,0.00701877,0.240828,240,0.24338,0.197194,,3.21338,0.773872,28.0952
175,0.174056,0.0386,0.078682,0.00701877,0.308781,240,0.24338,0.197194,,2.50622,0.773872,28.0952
176,0.308498,0.0386,0.175597,0.00701877,0.689115,240,0.24338,0.197194,,1.12299,0.773872,28.0952
177,0.122027,0.0386,0.0288009,0.00701877,0.113027,240,0.24338,0.197194,,6.84681,0.773872,28.0952
178,0.0802093,0.0386,0.0831057,0.00701877,0.326141,240,0.24338,0.197194,,2.37281,0.773872,28.0952
179,0.115826,0.0386,0.020435,0.00701877,0.0801953,240,0.24338,0.197194,,9.64984,0.773872,28.0952
180,0.249407,0.0386,0.0173096,0.00701877,0.0679302,240,0.24338,0.197194,,11.3922,0.773872,28.0952
181,0.176321,0.0386,0.206182,0.00701877,0.809146,240,0.24338,0.197194,,0.956406,0.773872,28.0952
182,0.142486,0.0386,0.100762,0.00701877,0.395434,240,0.24338,0.197194,,1.95702,0.773872,28.0952
183,0.393598,0.0386,0.152406,0.00701877,0.598107,240,0.24338,0.197194,,1.29387,0.773872,28.0952
184,0.340636,0.0386,0.0704702,0.00701877,0.276555,240,0.24338,0.197194,,2.79826,0.773872,28.0952
185,0.365354,0.0386,0.0136522,0.00701877,0.0535769,240,0.24338,0.197194,,14.4441,0.773872,28.0952
186,0.446792,0.0386,0.00454391,0.00701877,0.0178322,240,0.24338,0.197194,,43.3975,0.773872,28.0952
187,0.252774,0.0386,0.0118901,0.00701877,0.0466619,240,0.24338,0.197194,,16.5847,0.773872,28.0952
188,0.783767,0.0386,0.0154757,0.00701877,0.060733,240,0.24338,0.197194,,12.7422,0.773872,28.0952
189,0.331542,0.0386,0.0112907,0.00701877,0.0443093,240,0.24338,0.197194,,17.4652,0.773872,28.0952
190,0.345096,0.0386,0.133361,0.00701877,0.523363,240,0.24338,0.197194,,1.47865,0.773872,28.0952
191,0.274655,0.0386,0.0699842,0.00701877,0.274647,240,0.24338,0.197194,,2.81769,0.773872,28.0952
192,0.134378,0.0386,0.0284079,0.00701877,0.111484,240,0.24338,0.197194,,6.94153,0.773872,28.0952
193,0.159638,0.0386,0.0194091,0.00701877,0.0761695,240,0.24338,0.197194,,10.1599,0.773872,28.0952
194,0.463753,0.0386,0.00770108,0.00701877,0.0302223,240,0.24338,0.197194,,25.606,0.773872,28.0952
195,0.290134,0.0386,0.0258956,0.00701877,0.101625,240,0.24338,0.197194,,7.61497,0.773872,28.0952
196,0.104824,0.0386,0.0293474,0.00701877,0.115172,240,0.24338,0.197194,,6.7193,0.773872,28.0952
197,0.196474,0.0386,0.0103027,0.00701877,0.0404323,240,0.24338,0.197194,,19.14,0.773872,28.0952
198,0.262319,0.0386,0.00341174,0.00701877,0.0133891,240,0.24338,0.197194,,57.7987,0.773872,28.0952
199,0.312089,0.0386,0.0329658,0.00701877,0.129371,240,0.24338,0.197194,,5.98179,0.773872,28.0952
200,0.28794,0.0386,0.00390788,0.00701877,0.0153362,240,0.24338,0.197194,,50.4606,0.773872,28.0952
201,0.387615,0.0386,0.0135634,0.00701877,0.0532285,240,0.24338,0.197194,,14.5387,0.773872,28.0952
202,0.244422,0.0386,0.0215244,0.00701877,0.0844707,240,0.24338,0.197194,,9.16143,0.773872,28.0952
203,0.214423,0.0386,0.0029622,0.00701877,0.0116249,240,0.24338,0.197194,,66.5701,0.773872,28.0952
204,0.587523,0.0386,0.00967578,0.00701877,0.0379718,240,0.24338,0.197194,,20.3802,0.773872,28.0952
205,0.116311,0.0386,0.0363957,0.00701877,0.142832,240,0.24338,0.197194,,5.41806,0.773872,28.0952
206,0.412091,0.0386,0.133606,0.00701877,0.524326,240,0.24338,0.197194,,1.47594,0.773872,28.0952
207,0.472243,0.0386,0.129484,0.00701877,0.508151,240,0.24338,0.197194,,1.52292,0.773872,28.0952
208,0.117988,0.0386,0.0656189,0.00701877,0.257516,240,0.24338,0.197194,,3.00514,0.773872,28.0952
209,0.143683,0.0386,0.299399,0.00701877,1.17497,240,0.24338,0.197194,,0.658634,0.773872,28.0952
210,0.28237,0.0386,0.00500426,0.00701877,0.0196388,240,0.24338,0.197194,,39.4052,0.773872,28.0952
211,0.313661,0.0386,0.0814374,0.00701877,0.319595,240,0.24338,0.197194,,2.42142,0.773872,28.0952
212,0.0995495,0.0386,0.112014,0.00701877,0.43959,240,0.24338,0.197194,,1.76044,0.773872,28.0952
213,0.123383,0.0386,0.0969618,0.00701877,0.380519,240,0.24338,0.197194,,2.03373,0.773872,28.0952
214,0.266217,0.0386,0.0441407,0.00701877,0.173227,240,0.24338,0.197194,,4.4674,0.773872,28.0952
215,0.592152,0.0386,0.0127622,0.00701877,0.0500841,240,0.24338,0.197194,,15.4514,0.773872,28.0952
216,0.0992065,0.0386,0.0550318,0.00701877,0.215968,240,0.24338,0.197194,,3.58328,0.773872,28.0952
217,0.227155,0.0386,0.11001,0.00701877,0.431725,240,0.24338,0.197194,,1.79251,0.773872,28.0952
218,0.447984,0.0386,0.0081091,0.00701877,0.0318235,240,0.24338,0.197194,,24.3176,0.773872,28.0952
219,0.191012,0.0386,0.0289146,0.00701877,0.113473,240,0.24338,0.197194,,6.81989,0.773872,28.0952
220,0.577538,0.0386,0.0890174,0.00701877,0.349342,240,0.24338,0.197194,,2.21523,0.773872,28.0952
221,0.580913,0.0386,0.0337951,0.00701877,0.132626,240,0.24338,0.197194,,5.83499,0.773872,28.0952
222,0.146329,0.0386,0.0226648,0.00701877,0.088946,240,0.24338,0.197194,,8.70047,0.773872,28.0952
223,0.491952,0.0386,0.050995,0.00701877,0.200126,240,0.24338,0.197194,,3.86693,0.773872,28.0952
224,0.0924885,0.0386,0.0211278,0.00701877,0.0829144,240,0.24338,0.197194,,9.33338,0.773872,28.0952
225,0.131868,0.0386,0.0773598,0.00701877,0.303592,240,0.24338,0.197194,,2.54905,0.773872,28.0952
226,0.274158,0.0386,0.0784999,0.00701877,0.308067,240,0.24338,0.197194,,2.51203,0.773872,28.0952
227,0.393169,0.0386,0.00301101,0.00701877,0.0118164,240,0.24338,0.197194,,65.4911,0.773872,28.0952
228,0.161994,0.0386,0.0463332,0.00701877,0.181831,240,0.24338,0.197194,,4.256,0.773872,28.0952
229,0.452704,0.0386,0.046976,0.00701877,0.184354,240,0.24338,0.197194,,4.19776,0.773872,28.0952
230,0.789927,0.0386,0.0164023,0.00701877,0.0643694,240,0.24338,0.197194,,12.0224,0.773872,28.0952
231,0.268112,0.0386,0.198462,0.00701877,0.778849,240,0.24338,0.197194,,0.99361,0.773872,28.0952
232,0.19044,0.0386,0.0295154,0.00701877,0.115831,240,0.24338,0.197194,,6.68105,0.773872,28.0952
233,0.234778,0.0386,0.0142259,0.00701877,0.0558282,240,0.24338,0.197194,,13.8617,0.773872,28.0952
234,0.220967,0.0386,0.0231299,0.00701877,0.0907715,240,0.24338,0.197194,,8.5255,0.773872,28.0952
235,0.229668,0.0386,0.0400028,0.00701877,0.156988,240,0.24338,0.197194,,4.9295,0.773872,28.0952
236,0.182386,0.0386,0.0558808,0.00701877,0.2193,240,0.24338,0.197194,,3.52883,0.773872,28.0952
237,0.153245,0.0386,0.0525197,0.00701877,0.206109,240,0.24338,0.197194,,3.75467,0.773872,28.0952
238,0.377478,0.0386,0.0328495,0.00701877,0.128915,240,0.24338,0.197194,,6.00295,0.773872,28.0952
239,0.363336,0.0386,0.0109175,0.00701877,0.0428447,240,0.24338,0.197194,,18.0623,0.773872,28.0952
240,0.152939,0.0386,0.0330393,0.00701877,0.12966,240,0.24338,0.197194,,5.96847,0.773872,28.0952
