0 ,    671.000 ,    109.757 , 1045725168884.676 
1 ,    671.000 ,    108.884 , 1278232950757.561 
2 ,    671.000 ,    115.630 , 62128207.418 
3 ,    671.000 ,    139.065 ,   6988.692 
4 ,    671.000 ,    130.213 , 156176.122 
5 ,    671.000 ,    117.155 , 25837487.141 
6 ,    671.000 ,    117.857 , 18200274.445 
7 ,    671.000 ,    128.343 , 301710.462 
8 ,    671.000 ,    113.353 , 341305469.978 
9 ,    671.000 ,    122.523 , 2534975.934 
10 ,    671.000 ,    109.165 , 1277668187904.590 
11 ,    671.000 ,    112.465 , 725144558.154 
12 ,    671.000 ,    108.525 , 1278240038928.617 
13 ,    671.000 ,    148.077 ,    272.433 
14 ,    671.000 ,    127.211 , 451008.730 
15 ,    671.000 ,    158.981 ,      5.077 
16 ,    671.000 ,    138.365 ,   8954.691 
17 ,    671.000 ,    126.760 , 529989.128 
18 ,    671.000 ,    119.279 , 9494955.413 
19 ,    671.000 ,    113.948 , 213232886.109 
20 ,    671.000 ,    109.541 , 1237362464856.853 
21 ,    671.000 ,    130.802 , 127045.286 
22 ,    671.000 ,    120.872 , 4862902.068 
23 ,    671.000 ,    116.196 , 43821360.984 
24 ,    671.000 ,    116.059 , 47537573.404 
25 ,    671.000 ,    128.870 , 250456.943 
26 ,    671.000 ,    112.922 , 483526640.380 
27 ,    671.000 ,    120.627 , 5373215.941 
28 ,    671.000 ,    133.315 ,  52763.114 
29 ,    671.000 ,    120.867 , 4872051.096 
30 ,    671.000 ,    117.718 , 19467317.739 
31 ,    671.000 ,    114.104 , 188775396.669 
32 ,    671.000 ,    111.662 , 2062882328.776 
33 ,    671.000 ,    108.488 , 1278240039717.620 
34 ,    671.000 ,    117.242 , 24705175.994 
35 ,    671.000 ,    128.426 , 292998.574 
36 ,    671.000 ,    158.985 ,      5.070 
37 ,    671.000 ,    117.973 , 17217923.802 
38 ,    671.000 ,    110.526 , 50438846413.849 
39 ,    671.000 ,    108.914 , 1278227819918.949 
40 ,    671.000 ,    113.279 , 361886316.260 
41 ,    671.000 ,    126.426 , 597392.454 
42 ,    671.000 ,    108.344 , 1278240040008.915 
43 ,    671.000 ,    121.952 , 3163127.769 
44 ,    671.000 ,    118.266 , 14990108.304 
45 ,    671.000 ,    115.156 , 85556234.728 
46 ,    671.000 ,    127.475 , 410560.929 
47 ,    671.000 ,    119.846 , 7437672.035 
48 ,    671.000 ,    110.772 , 18643872600.483 
49 ,    671.000 ,    111.531 , 2635783103.554 
50 ,    671.000 ,    130.959 , 120263.031 
51 ,    671.000 ,    114.398 , 150087567.109 
52 ,    671.000 ,    116.933 , 29023524.962 
53 ,    671.000 ,    120.777 , 5054257.819 
54 ,    671.000 ,    129.164 , 225789.924 
55 ,    671.000 ,    118.048 , 16611045.511 
56 ,    671.000 ,    129.603 , 193523.908 
57 ,    671.000 ,    152.125 ,     61.991 
58 ,    671.000 ,    110.590 , 38095688846.601 
59 ,    671.000 ,    158.060 ,      7.094 
60 ,    671.000 ,    109.452 , 1261296008229.929 
61 ,    671.000 ,    112.688 , 591172562.009 
62 ,    671.000 ,    110.726 , 22109896895.540 
63 ,    671.000 ,    114.261 , 166891323.596 
64 ,    671.000 ,    165.742 ,      0.452 
65 ,    671.000 ,    122.143 , 2936174.217 
66 ,    671.000 ,    120.361 , 5994574.149 
67 ,    671.000 ,    114.527 , 135968601.350 
68 ,    671.000 ,    122.423 , 2634384.607 
69 ,    671.000 ,    109.121 , 1277926563924.133 
70 ,    671.000 ,    108.845 , 1278236608155.764 
71 ,    671.000 ,    134.792 ,  31469.226 
72 ,    671.000 ,    118.953 , 10961302.844 
73 ,    671.000 ,    123.003 , 2109284.664 
74 ,    671.000 ,    110.437 , 75966669503.068 
75 ,    671.000 ,    115.864 , 53547975.946 
76 ,    671.000 ,    130.862 , 124438.688 
77 ,    671.000 ,    120.239 , 6306163.206 
78 ,    671.000 ,    123.836 , 1540788.816 
79 ,    671.000 ,    109.705 , 1116168155932.331 
80 ,    671.000 ,    140.229 ,   4621.127 
81 ,    671.000 ,    125.794 , 750438.179 
82 ,    671.000 ,    202.379 ,      0.000 
83 ,    671.000 ,    133.501 ,  49437.721 
84 ,    671.000 ,    116.616 , 34476655.569 
85 ,    671.000 ,    205.897 ,      0.000 
86 ,    671.000 ,    108.604 , 1278240027682.464 
87 ,    671.000 ,    111.492 , 2850580083.100 
88 ,    671.000 ,    109.495 , 1252013188696.071 
89 ,    671.000 ,    109.025 , 1278164505616.445 
90 ,    671.000 ,    112.869 , 505654223.272 
91 ,    671.000 ,    114.176 , 178292223.324 
92 ,    671.000 ,    110.401 , 90438772440.219 
93 ,    671.000 ,    128.229 , 314141.863 
94 ,    671.000 ,    121.094 , 4445812.948 
95 ,    671.000 ,    114.746 , 115224857.988 
96 ,    671.000 ,    138.600 ,   8240.126 
97 ,    671.000 ,    120.157 , 6527320.703 
98 ,    671.000 ,    243.109 ,      0.000 
99 ,    671.000 ,    115.965 , 50338968.279 
100 ,    671.000 ,    110.855 , 14073357459.810 
101 ,    671.000 ,    108.935 , 1278222583957.700 
102 ,    671.000 ,    118.652 , 12552805.022 
103 ,    671.000 ,    200.933 ,      0.000 
104 ,    671.000 ,    112.608 , 634523352.935 
105 ,    671.000 ,    121.306 , 4083607.316 
106 ,    671.000 ,    130.588 , 136941.435 
107 ,    671.000 ,    109.543 , 1236569492465.024 
108 ,    671.000 ,    131.283 , 107370.397 
109 ,    671.000 ,    128.722 , 263869.666 
110 ,    671.000 ,    130.726 , 130470.416 
