pmax_art,efficacy
0.5,0.0
0.5081632653061224,0.0
0.5163265306122449,0.0
0.5244897959183673,0.0
0.5326530612244897,0.0
0.5408163265306123,0.0
0.5489795918367347,0.0
0.5571428571428572,0.0
0.5653061224489796,0.0
0.573469387755102,0.0
0.5816326530612245,0.0
0.5897959183673469,0.0
0.5979591836734695,0.0
0.6061224489795919,0.0
0.6142857142857143,0.0
0.6224489795918368,0.0
0.6306122448979592,0.0
0.6387755102040816,0.0
0.6469387755102041,0.0
0.6551020408163266,0.0
0.6632653061224489,0.0
0.6714285714285715,0.0
0.6795918367346939,0.0
0.6877551020408164,0.0
0.6959183673469388,0.0
0.7040816326530612,0.0
0.7122448979591837,0.0
0.7204081632653061,0.0
0.7285714285714286,0.0
0.736734693877551,0.0
0.7448979591836735,0.0
0.753061224489796,0.0
0.7612244897959184,0.0
0.7693877551020408,0.0
0.7775510204081633,0.0
0.7857142857142858,0.0
0.7938775510204081,0.0
0.8020408163265307,0.0
0.8102040816326531,0.0
0.8183673469387756,0.0
0.826530612244898,0.0
0.8346938775510204,0.0
0.8428571428571429,0.0
0.8510204081632653,0.0
0.8591836734693878,0.0
0.8673469387755102,1.0
0.8755102040816327,0.0
0.8836734693877552,1.0
0.8918367346938776,0.0
0.9,1.0
