pmax_lum,efficacy
0.5,32.709999999999994
0.5101938775510204,34.635999999999996
0.5203877551020408,35.97
0.5305816326530612,37.971999999999994
0.5407755102040817,40.248
0.5509693877551021,42.379999999999995
0.5611632653061225,44.312
0.5713571428571429,46.36
0.5815510204081633,48.134
0.5917448979591837,50.502
0.6019387755102041,52.236
0.6121326530612246,54.674
0.622326530612245,56.188
0.6325204081632654,58.132
0.6427142857142857,60.17
0.6529081632653061,62.141999999999996
0.6631020408163265,63.778
0.6732959183673469,65.606
0.6834897959183673,67.666
0.6936836734693878,69.114
0.7038775510204082,70.606
0.7140714285714286,72.69800000000001
0.724265306122449,74.048
0.7344591836734694,74.91
0.7446530612244898,75.932
0.7548469387755102,76.978
0.7650408163265306,77.886
0.775234693877551,78.844
0.7854285714285714,79.756
0.7956224489795918,80.038
0.8058163265306122,80.82
0.8160102040816326,81.348
0.826204081632653,82.068
0.8363979591836734,82.576
0.8465918367346938,83.00800000000001
0.8567857142857143,83.422
0.8669795918367347,84.098
0.8771734693877551,84.234
0.8873673469387755,84.652
0.8975612244897959,84.974
0.9077551020408163,85.514
0.9179489795918367,85.53
0.9281428571428572,85.522
0.9383367346938776,85.998
0.948530612244898,86.348
0.9587244897959184,86.48
0.9689183673469388,87.05799999999999
0.9791122448979592,86.838
0.9893061224489796,87.076
0.9995,87.294
