PID,i_lum_F1_indiv,i_lum_k12(KA),i_lum_k23(Q/V),i_lum_k32(Q/VP),i_lum_k20(CL/V),total_mg_dose_per_occassion,DS,Q,V,CL,VP
0,0.501473,0.0386,0.024945,0.00583051,0.0978946,360,0,0.245714,9.85024,0.964286,42.1429
1,0.625808,0.0386,0.0131426,0.00583051,0.0515769,360,0,0.245714,18.6961,0.964286,42.1429
2,3.27201,0.0386,0.0527154,0.00583051,0.206877,360,0,0.245714,4.66115,0.964286,42.1429
3,0.611855,0.0386,0.0554753,0.00583051,0.217708,360,0,0.245714,4.42926,0.964286,42.1429
4,1.25023,0.0386,0.0762652,0.00583051,0.299297,360,0,0.245714,3.22184,0.964286,42.1429
5,2.09894,0.0386,0.0117922,0.00583051,0.0462777,360,0,0.245714,20.837,0.964286,42.1429
6,0.806557,0.0386,0.0114292,0.00583051,0.0448528,360,0,0.245714,21.4989,0.964286,42.1429
7,0.783909,0.0386,0.0501153,0.00583051,0.196673,360,0,0.245714,4.90298,0.964286,42.1429
8,1.69627,0.0386,0.062049,0.00583051,0.243506,360,0,0.245714,3.96,0.964286,42.1429
9,2.53151,0.0386,0.0373126,0.00583051,0.14643,360,0,0.245714,6.5853,0.964286,42.1429
10,1.33786,0.0386,0.0291514,0.00583051,0.114402,360,0,0.245714,8.42891,0.964286,42.1429
11,3.09844,0.0386,0.0150843,0.00583051,0.059197,360,0,0.245714,16.2894,0.964286,42.1429
12,0.740575,0.0386,0.199457,0.00583051,0.782754,360,0,0.245714,1.23191,0.964286,42.1429
13,1.11536,0.0386,0.0481812,0.00583051,0.189083,360,0,0.245714,5.09979,0.964286,42.1429
14,0.740048,0.0386,0.0398727,0.00583051,0.156477,360,0,0.245714,6.16247,0.964286,42.1429
15,1.17226,0.0386,0.00535433,0.00583051,0.0210126,360,0,0.245714,45.8908,0.964286,42.1429
16,0.465345,0.0386,0.00571213,0.00583051,0.0224168,360,0,0.245714,43.0162,0.964286,42.1429
17,0.462904,0.0386,0.0443428,0.00583051,0.17402,360,0,0.245714,5.54124,0.964286,42.1429
18,0.520907,0.0386,0.0744769,0.00583051,0.292278,360,0,0.245714,3.2992,0.964286,42.1429
19,0.0827889,0.0386,0.0216325,0.00583051,0.0848952,360,0,0.245714,11.3585,0.964286,42.1429
20,0.666654,0.0386,0.0339206,0.00583051,0.133119,360,0,0.245714,7.24381,0.964286,42.1429
21,0.311375,0.0386,0.027584,0.00583051,0.108251,360,0,0.245714,8.90786,0.964286,42.1429
22,0.382025,0.0386,0.124643,0.00583051,0.489152,360,0,0.245714,1.97134,0.964286,42.1429
23,1.33833,0.0386,0.00349112,0.00583051,0.0137006,360,0,0.245714,70.3827,0.964286,42.1429
24,2.91256,0.0386,0.0024274,0.00583051,0.00952613,360,0,0.245714,101.225,0.964286,42.1429
25,0.321734,0.0386,0.0293058,0.00583051,0.115008,360,0,0.245714,8.3845,0.964286,42.1429
26,0.429107,0.0386,0.0133975,0.00583051,0.0525774,360,0,0.245714,18.3403,0.964286,42.1429
27,0.523339,0.0386,0.00832958,0.00583051,0.0326887,360,0,0.245714,29.499,0.964286,42.1429
28,0.80228,0.0386,0.0616399,0.00583051,0.241901,360,0,0.245714,3.98629,0.964286,42.1429
29,0.529008,0.0386,0.00436896,0.00583051,0.0171456,360,0,0.245714,56.2409,0.964286,42.1429
30,2.13919,0.0386,0.0213302,0.00583051,0.0837086,360,0,0.245714,11.5196,0.964286,42.1429
31,1.64656,0.0386,0.0655102,0.00583051,0.25709,360,0,0.245714,3.75078,0.964286,42.1429
32,1.09426,0.0386,0.0406883,0.00583051,0.159678,360,0,0.245714,6.03895,0.964286,42.1429
33,1.25084,0.0386,0.0526809,0.00583051,0.206742,360,0,0.245714,4.6642,0.964286,42.1429
34,0.403103,0.0386,0.00347024,0.00583051,0.0136187,360,0,0.245714,70.8062,0.964286,42.1429
35,1.59781,0.0386,0.00765787,0.00583051,0.0300527,360,0,0.245714,32.0865,0.964286,42.1429
36,0.390796,0.0386,0.094732,0.00583051,0.371768,360,0,0.245714,2.59378,0.964286,42.1429
37,0.681447,0.0386,0.0117269,0.00583051,0.0460212,360,0,0.245714,20.9531,0.964286,42.1429
38,0.623011,0.0386,0.014593,0.00583051,0.0572689,360,0,0.245714,16.8379,0.964286,42.1429
39,0.844635,0.0386,0.006988,0.00583051,0.0274238,360,0,0.245714,35.1623,0.964286,42.1429
40,0.241739,0.0386,0.00570478,0.00583051,0.0223879,360,0,0.245714,43.0716,0.964286,42.1429
41,0.918478,0.0386,0.00998855,0.00583051,0.0391993,360,0,0.245714,24.5996,0.964286,42.1429
42,2.71792,0.0386,0.0235242,0.00583051,0.0923188,360,0,0.245714,10.4452,0.964286,42.1429
43,0.426971,0.0386,0.0232165,0.00583051,0.0911112,360,0,0.245714,10.5836,0.964286,42.1429
44,1.85775,0.0386,0.0142711,0.00583051,0.0560059,360,0,0.245714,17.2176,0.964286,42.1429
45,0.522478,0.0386,0.0239103,0.00583051,0.0938339,360,0,0.245714,10.2765,0.964286,42.1429
46,0.412551,0.0386,0.00963844,0.00583051,0.0378253,360,0,0.245714,25.4932,0.964286,42.1429
47,0.300531,0.0386,0.0161509,0.00583051,0.0633828,360,0,0.245714,15.2137,0.964286,42.1429
48,1.36623,0.0386,0.0186246,0.00583051,0.0730905,360,0,0.245714,13.193,0.964286,42.1429
49,0.56982,0.0386,0.0319548,0.00583051,0.125404,360,0,0.245714,7.68944,0.964286,42.1429
50,1.10668,0.0386,0.0191223,0.00583051,0.075044,360,0,0.245714,12.8496,0.964286,42.1429
51,2.72125,0.0386,0.0576436,0.00583051,0.226218,360,0,0.245714,4.26264,0.964286,42.1429
52,1.04909,0.0386,0.0171111,0.00583051,0.0671512,360,0,0.245714,14.3599,0.964286,42.1429
53,0.285836,0.0386,0.00682084,0.00583051,0.0267678,360,0,0.245714,36.0241,0.964286,42.1429
54,0.49433,0.0386,0.0509532,0.00583051,0.199961,360,0,0.245714,4.82236,0.964286,42.1429
55,1.21871,0.0386,0.00721718,0.00583051,0.0283232,360,0,0.245714,34.0458,0.964286,42.1429
56,0.41059,0.0386,0.212383,0.00583051,0.833478,360,0,0.245714,1.15694,0.964286,42.1429
57,0.654799,0.0386,0.015924,0.00583051,0.0624923,360,0,0.245714,15.4305,0.964286,42.1429
58,0.616214,0.0386,0.0284334,0.00583051,0.111585,360,0,0.245714,8.64174,0.964286,42.1429
59,1.31104,0.0386,0.00188863,0.00583051,0.00741176,360,0,0.245714,130.102,0.964286,42.1429
