PID,i_lum_F1_indiv,i_lum_k12(KA),i_lum_k23(Q/V),i_lum_k32(Q/VP),i_lum_k20(CL/V),total_mg_dose_per_occassion,DS,Q,V,CL,VP
0,0.584061,0.0386,0.0695709,0.00583051,0.273025,240,0,0.16381,2.35457,0.642857,28.0952
1,1.13945,0.0386,0.144658,0.00583051,0.567698,240,0,0.16381,1.13239,0.642857,28.0952
2,1.61722,0.0386,0.087191,0.00583051,0.342174,240,0,0.16381,1.87874,0.642857,28.0952
3,0.222516,0.0386,0.0526888,0.00583051,0.206773,240,0,0.16381,3.109,0.642857,28.0952
4,0.785499,0.0386,0.00796842,0.00583051,0.0312714,240,0,0.16381,20.5573,0.642857,28.0952
5,1.87083,0.0386,0.0306752,0.00583051,0.120382,240,0,0.16381,5.34013,0.642857,28.0952
6,1.584,0.0386,0.0578943,0.00583051,0.227201,240,0,0.16381,2.82946,0.642857,28.0952
7,0.691472,0.0386,0.0749893,0.00583051,0.294289,240,0,0.16381,2.18444,0.642857,28.0952
8,0.686593,0.0386,0.0603752,0.00583051,0.236938,240,0,0.16381,2.71319,0.642857,28.0952
9,1.75035,0.0386,0.263899,0.00583051,1.03565,240,0,0.16381,0.620728,0.642857,28.0952
10,1.55496,0.0386,0.0212257,0.00583051,0.0832986,240,0,0.16381,7.71751,0.642857,28.0952
11,1.457,0.0386,0.0480424,0.00583051,0.188539,240,0,0.16381,3.40969,0.642857,28.0952
12,2.26581,0.0386,0.0145313,0.00583051,0.0570267,240,0,0.16381,11.2729,0.642857,28.0952
13,1.57763,0.0386,0.0807438,0.00583051,0.316872,240,0,0.16381,2.02876,0.642857,28.0952
14,0.92956,0.0386,0.0302076,0.00583051,0.118547,240,0,0.16381,5.4228,0.642857,28.0952
15,2.23622,0.0386,0.0664492,0.00583051,0.260774,240,0,0.16381,2.46518,0.642857,28.0952
16,0.877969,0.0386,0.00855273,0.00583051,0.0335645,240,0,0.16381,19.1529,0.642857,28.0952
