PID,i_lum_F1_indiv,i_lum_k12(KA),i_lum_k23(Q/V),i_lum_k32(Q/VP),i_lum_k20(CL/V),total_mg_dose_per_occassion,DS,Q,V,CL,VP
0,0.522504,0.0386,0.0696029,0.00583051,0.273151,120,0,0.0819048,1.17674,0.321429,14.0476
1,0.490152,0.0386,0.0158633,0.00583051,0.0622542,120,0,0.0819048,5.16316,0.321429,14.0476
2,0.714294,0.0386,0.0559593,0.00583051,0.219608,120,0,0.0819048,1.46365,0.321429,14.0476
3,2.63224,0.0386,0.0206637,0.00583051,0.0810931,120,0,0.0819048,3.9637,0.321429,14.0476
4,0.459136,0.0386,0.0111384,0.00583051,0.0437118,120,0,0.0819048,7.35336,0.321429,14.0476
5,0.695206,0.0386,0.0208092,0.00583051,0.0816642,120,0,0.0819048,3.93598,0.321429,14.0476
6,1.18453,0.0386,0.0172387,0.00583051,0.0676518,120,0,0.0819048,4.75122,0.321429,14.0476
7,1.43195,0.0386,0.0434642,0.00583051,0.170572,120,0,0.0819048,1.88442,0.321429,14.0476
8,1.70208,0.0386,0.053177,0.00583051,0.208689,120,0,0.0819048,1.54023,0.321429,14.0476
9,0.894233,0.0386,0.00375606,0.00583051,0.0147404,120,0,0.0819048,21.806,0.321429,14.0476
10,0.79519,0.0386,0.00737457,0.00583051,0.0289409,120,0,0.0819048,11.1064,0.321429,14.0476
11,0.202296,0.0386,0.0227206,0.00583051,0.089165,120,0,0.0819048,3.60488,0.321429,14.0476
12,0.367196,0.0386,0.0566744,0.00583051,0.222414,120,0,0.0819048,1.44518,0.321429,14.0476
13,1.22537,0.0386,0.00488316,0.00583051,0.0191636,120,0,0.0819048,16.7729,0.321429,14.0476
14,0.762704,0.0386,0.0553101,0.00583051,0.21706,120,0,0.0819048,1.48083,0.321429,14.0476
15,1.52339,0.0386,0.221776,0.00583051,0.870341,120,0,0.0819048,0.369313,0.321429,14.0476
16,0.719434,0.0386,0.0042219,0.00583051,0.0165685,120,0,0.0819048,19.4,0.321429,14.0476
17,1.78448,0.0386,0.0164447,0.00583051,0.064536,120,0,0.0819048,4.98061,0.321429,14.0476
18,0.785446,0.0386,0.0401616,0.00583051,0.157611,120,0,0.0819048,2.03938,0.321429,14.0476
19,0.961956,0.0386,0.232509,0.00583051,0.912462,120,0,0.0819048,0.352265,0.321429,14.0476
20,1.61902,0.0386,0.116894,0.00583051,0.458742,120,0,0.0819048,0.700674,0.321429,14.0476
21,0.897133,0.0386,0.0359501,0.00583051,0.141083,120,0,0.0819048,2.27829,0.321429,14.0476
22,1.09408,0.0386,0.0555691,0.00583051,0.218076,120,0,0.0819048,1.47393,0.321429,14.0476
23,0.858488,0.0386,0.00719184,0.00583051,0.0282238,120,0,0.0819048,11.3886,0.321429,14.0476
24,0.989921,0.0386,0.0207955,0.00583051,0.0816103,120,0,0.0819048,3.93858,0.321429,14.0476
25,0.197908,0.0386,0.0181401,0.00583051,0.0711894,120,0,0.0819048,4.51512,0.321429,14.0476
26,0.077632,0.0386,0.0216789,0.00583051,0.0850772,120,0,0.0819048,3.77808,0.321429,14.0476
27,1.46331,0.0386,0.00821014,0.00583051,0.03222,120,0,0.0819048,9.97604,0.321429,14.0476
