PID,i_lum_F1_indiv,i_lum_k12(KA),i_lum_k23(Q/V),i_lum_k32(Q/VP),i_lum_k20(CL/V),total_mg_dose_per_occassion,DS,Q,V,CL,VP
0,1.25487,0.0386,0.0174034,0.00583051,0.0682984,480,0,0.409524,23.5312,1.60714,70.2381
1,1.93546,0.0386,0.105854,0.00583051,0.415416,480,0,0.409524,3.86876,1.60714,70.2381
2,1.6134,0.0386,0.0504261,0.00583051,0.197893,480,0,0.409524,8.12127,1.60714,70.2381
3,1.15757,0.0386,0.00400662,0.00583051,0.0157237,480,0,0.409524,102.212,1.60714,70.2381
4,1.15683,0.0386,0.0114151,0.00583051,0.0447978,480,0,0.409524,35.8755,1.60714,70.2381
5,1.58018,0.0386,0.0299149,0.00583051,0.117399,480,0,0.409524,13.6896,1.60714,70.2381
6,2.05585,0.0386,0.07146,0.00583051,0.280439,480,0,0.409524,5.73081,1.60714,70.2381
7,1.20538,0.0386,0.031309,0.00583051,0.12287,480,0,0.409524,13.0801,1.60714,70.2381
8,2.56133,0.0386,0.0212613,0.00583051,0.0834381,480,0,0.409524,19.2615,1.60714,70.2381
9,1.65388,0.0386,0.0579756,0.00583051,0.227521,480,0,0.409524,7.06373,1.60714,70.2381
10,0.851034,0.0386,0.0448054,0.00583051,0.175835,480,0,0.409524,9.14005,1.60714,70.2381
11,1.41185,0.0386,0.0922802,0.00583051,0.362146,480,0,0.409524,4.43783,1.60714,70.2381
12,0.487933,0.0386,0.0105407,0.00583051,0.041366,480,0,0.409524,38.8518,1.60714,70.2381
13,1.20998,0.0386,0.0454101,0.00583051,0.178208,480,0,0.409524,9.01835,1.60714,70.2381
14,0.337628,0.0386,0.0226834,0.00583051,0.0890191,480,0,0.409524,18.0539,1.60714,70.2381
15,0.642536,0.0386,0.0812749,0.00583051,0.318957,480,0,0.409524,5.03875,1.60714,70.2381
16,3.58831,0.0386,0.00292931,0.00583051,0.0114958,480,0,0.409524,139.802,1.60714,70.2381
17,1.52279,0.0386,0.0259045,0.00583051,0.10166,480,0,0.409524,15.809,1.60714,70.2381
18,2.26305,0.0386,0.0568878,0.00583051,0.223252,480,0,0.409524,7.1988,1.60714,70.2381
19,2.42248,0.0386,0.0879101,0.00583051,0.344996,480,0,0.409524,4.65844,1.60714,70.2381
20,0.486764,0.0386,0.0293903,0.00583051,0.11534,480,0,0.409524,13.934,1.60714,70.2381
21,1.62433,0.0386,0.0678055,0.00583051,0.266097,480,0,0.409524,6.03969,1.60714,70.2381
22,0.735679,0.0386,0.00974891,0.00583051,0.0382588,480,0,0.409524,42.0071,1.60714,70.2381
23,0.580364,0.0386,0.0109612,0.00583051,0.0430163,480,0,0.409524,37.3613,1.60714,70.2381
24,1.93165,0.0386,0.0853922,0.00583051,0.335115,480,0,0.409524,4.7958,1.60714,70.2381
25,1.11224,0.0386,0.00794417,0.00583051,0.0311762,480,0,0.409524,51.5503,1.60714,70.2381
26,1.28382,0.0386,0.00913264,0.00583051,0.0358403,480,0,0.409524,44.8418,1.60714,70.2381
27,1.63816,0.0386,0.0511703,0.00583051,0.200814,480,0,0.409524,8.00316,1.60714,70.2381
28,1.17705,0.0386,0.0545241,0.00583051,0.213975,480,0,0.409524,7.51088,1.60714,70.2381
29,1.16603,0.0386,0.127921,0.00583051,0.502017,480,0,0.409524,3.20137,1.60714,70.2381
30,0.616003,0.0386,0.00546043,0.00583051,0.021429,480,0,0.409524,74.9984,1.60714,70.2381
31,0.923157,0.0386,0.0355724,0.00583051,0.139601,480,0,0.409524,11.5124,1.60714,70.2381
