PID,i_lum_F1_indiv,i_lum_k12(KA),i_lum_k23(Q/V),i_lum_k32(Q/VP),i_lum_k20(CL/V),total_mg_dose_per_occassion,DS,Q,V,CL,VP
0,0.185133,0.0386,0.080535,0.00634218,0.290555,360,0,0.267278,3.31877,0.964286,42.1429
1,0.435766,0.0386,0.0176684,0.00634218,0.0637442,360,0,0.267278,15.1274,0.964286,42.1429
2,0.0974003,0.0386,0.00424025,0.00634218,0.015298,360,0,0.267278,63.0335,0.964286,42.1429
3,0.275163,0.0386,0.0314924,0.00634218,0.113619,360,0,0.267278,8.48704,0.964286,42.1429
4,0.224937,0.0386,0.2473,0.00634218,0.892211,360,0,0.267278,1.08078,0.964286,42.1429
5,0.303694,0.0386,0.0137403,0.00634218,0.0495725,360,0,0.267278,19.452,0.964286,42.1429
6,0.164841,0.0386,0.0632802,0.00634218,0.228303,360,0,0.267278,4.22371,0.964286,42.1429
7,0.223408,0.0386,0.185603,0.00634218,0.669619,360,0,0.267278,1.44005,0.964286,42.1429
8,0.158868,0.0386,0.0503999,0.00634218,0.181833,360,0,0.267278,5.30313,0.964286,42.1429
9,0.774199,0.0386,0.0150746,0.00634218,0.0543862,360,0,0.267278,17.7303,0.964286,42.1429
10,0.402545,0.0386,0.00896294,0.00634218,0.0323366,360,0,0.267278,29.8203,0.964286,42.1429
11,0.358711,0.0386,0.00561241,0.00634218,0.0202485,360,0,0.267278,47.6226,0.964286,42.1429
12,0.693555,0.0386,0.0168724,0.00634218,0.0608723,360,0,0.267278,15.8411,0.964286,42.1429
13,0.162687,0.0386,0.0731947,0.00634218,0.264072,360,0,0.267278,3.6516,0.964286,42.1429
14,0.251015,0.0386,0.0786083,0.00634218,0.283604,360,0,0.267278,3.40012,0.964286,42.1429
15,0.219428,0.0386,0.0589033,0.00634218,0.212512,360,0,0.267278,4.53756,0.964286,42.1429
16,0.237492,0.0386,0.0360849,0.00634218,0.130187,360,0,0.267278,7.4069,0.964286,42.1429
17,0.196663,0.0386,0.0163237,0.00634218,0.0588927,360,0,0.267278,16.3736,0.964286,42.1429
18,0.213678,0.0386,0.102487,0.00634218,0.369753,360,0,0.267278,2.60792,0.964286,42.1429
19,0.11449,0.0386,0.0404815,0.00634218,0.14605,360,0,0.267278,6.60245,0.964286,42.1429
20,0.171789,0.0386,0.0167367,0.00634218,0.0603827,360,0,0.267278,15.9696,0.964286,42.1429
21,0.0726244,0.0386,0.00709807,0.00634218,0.0256085,360,0,0.267278,37.655,0.964286,42.1429
22,0.353063,0.0386,0.034103,0.00634218,0.123037,360,0,0.267278,7.83736,0.964286,42.1429
23,0.469482,0.0386,0.0813895,0.00634218,0.293638,360,0,0.267278,3.28393,0.964286,42.1429
24,0.17556,0.0386,0.138984,0.00634218,0.501429,360,0,0.267278,1.92308,0.964286,42.1429
25,0.32483,0.0386,0.131693,0.00634218,0.475122,360,0,0.267278,2.02955,0.964286,42.1429
26,0.148613,0.0386,0.0212732,0.00634218,0.0767497,360,0,0.267278,12.564,0.964286,42.1429
27,0.364587,0.0386,0.0196659,0.00634218,0.0709508,360,0,0.267278,13.5909,0.964286,42.1429
28,0.207093,0.0386,0.0540749,0.00634218,0.195092,360,0,0.267278,4.94273,0.964286,42.1429
29,0.201838,0.0386,0.0738584,0.00634218,0.266467,360,0,0.267278,3.61879,0.964286,42.1429
30,0.577317,0.0386,0.0321502,0.00634218,0.115992,360,0,0.267278,8.3134,0.964286,42.1429
31,0.295445,0.0386,0.315894,0.00634218,1.13968,360,0,0.267278,0.8461,0.964286,42.1429
32,0.172148,0.0386,0.0320107,0.00634218,0.115489,360,0,0.267278,8.34962,0.964286,42.1429
33,0.387922,0.0386,0.0950972,0.00634218,0.343092,360,0,0.267278,2.81057,0.964286,42.1429
34,0.230396,0.0386,0.00282075,0.00634218,0.0101767,360,0,0.267278,94.7541,0.964286,42.1429
35,0.104077,0.0386,0.0275018,0.00634218,0.0992214,360,0,0.267278,9.71853,0.964286,42.1429
36,0.124812,0.0386,0.0603669,0.00634218,0.217792,360,0,0.267278,4.42755,0.964286,42.1429
37,0.341901,0.0386,0.0232316,0.00634218,0.0838151,360,0,0.267278,11.5049,0.964286,42.1429
38,0.280711,0.0386,0.00932408,0.00634218,0.0336395,360,0,0.267278,28.6653,0.964286,42.1429
39,0.287566,0.0386,0.00405075,0.00634218,0.0146143,360,0,0.267278,65.9822,0.964286,42.1429
40,0.119582,0.0386,0.00398053,0.00634218,0.014361,360,0,0.267278,67.1462,0.964286,42.1429
41,0.0467475,0.0386,0.0650295,0.00634218,0.234614,360,0,0.267278,4.11009,0.964286,42.1429
42,0.0658367,0.0386,0.00640509,0.00634218,0.0231083,360,0,0.267278,41.7289,0.964286,42.1429
43,0.0826467,0.0386,0.00346167,0.00634218,0.012489,360,0,0.267278,77.2106,0.964286,42.1429
44,0.147187,0.0386,0.0325844,0.00634218,0.117558,360,0,0.267278,8.20263,0.964286,42.1429
45,0.406716,0.0386,0.00852115,0.00634218,0.0307427,360,0,0.267278,31.3664,0.964286,42.1429
