PID,i_lum_F1_indiv,i_lum_k12(KA),i_lum_k23(Q/V),i_lum_k32(Q/VP),i_lum_k20(CL/V),total_mg_dose_per_occassion,DS,Q,V,CL,VP
0,0.393795,0.0386,0.0079461,0.00834678,0.021783,120,0,0.117252,14.756,0.321429,14.0476
1,0.0806298,0.0386,0.0205599,0.00834678,0.0563616,120,0,0.117252,5.70297,0.321429,14.0476
2,0.31521,0.0386,0.0564898,0.00834678,0.154858,120,0,0.117252,2.07564,0.321429,14.0476
3,0.214007,0.0386,0.164471,0.00834678,0.450871,120,0,0.117252,0.712905,0.321429,14.0476
4,0.26522,0.0386,0.171861,0.00834678,0.47113,120,0,0.117252,0.68225,0.321429,14.0476
5,0.234789,0.0386,0.0556539,0.00834678,0.152566,120,0,0.117252,2.10681,0.321429,14.0476
6,0.351539,0.0386,0.0317096,0.00834678,0.0869267,120,0,0.117252,3.69769,0.321429,14.0476
7,0.284772,0.0386,0.0241114,0.00834678,0.0660976,120,0,0.117252,4.86294,0.321429,14.0476
8,0.325627,0.0386,0.0404723,0.00834678,0.110948,120,0,0.117252,2.8971,0.321429,14.0476
9,0.0707542,0.0386,0.0375236,0.00834678,0.102865,120,0,0.117252,3.12476,0.321429,14.0476
10,0.296276,0.0386,0.0453962,0.00834678,0.124446,120,0,0.117252,2.58287,0.321429,14.0476
11,0.0892634,0.0386,0.106669,0.00834678,0.292416,120,0,0.117252,1.09922,0.321429,14.0476
12,0.741677,0.0386,0.0665068,0.00834678,0.182318,120,0,0.117252,1.76301,0.321429,14.0476
13,0.549426,0.0386,0.0843782,0.00834678,0.231309,120,0,0.117252,1.3896,0.321429,14.0476
14,0.0775855,0.0386,0.164475,0.00834678,0.450883,120,0,0.117252,0.712887,0.321429,14.0476
15,0.0383261,0.0386,0.0932529,0.00834678,0.255638,120,0,0.117252,1.25736,0.321429,14.0476
16,0.111079,0.0386,0.0203302,0.00834678,0.0557319,120,0,0.117252,5.76741,0.321429,14.0476
17,0.190037,0.0386,0.0294268,0.00834678,0.080669,120,0,0.117252,3.98454,0.321429,14.0476
18,0.380162,0.0386,0.254638,0.00834678,0.69805,120,0,0.117252,0.460466,0.321429,14.0476
19,0.170168,0.0386,0.0803645,0.00834678,0.220306,120,0,0.117252,1.45901,0.321429,14.0476
20,0.373713,0.0386,0.0294768,0.00834678,0.0808059,120,0,0.117252,3.97779,0.321429,14.0476
21,0.0651021,0.0386,0.0940585,0.00834678,0.257846,120,0,0.117252,1.24659,0.321429,14.0476
22,0.32167,0.0386,0.0889757,0.00834678,0.243913,120,0,0.117252,1.3178,0.321429,14.0476
23,0.0676441,0.0386,0.0314667,0.00834678,0.086261,120,0,0.117252,3.72623,0.321429,14.0476
24,0.430843,0.0386,0.0120493,0.00834678,0.0330312,120,0,0.117252,9.73106,0.321429,14.0476
25,0.371239,0.0386,0.0421586,0.00834678,0.115571,120,0,0.117252,2.78122,0.321429,14.0476
26,0.188052,0.0386,0.104743,0.00834678,0.287137,120,0,0.117252,1.11942,0.321429,14.0476
27,0.21412,0.0386,0.0131202,0.00834678,0.0359669,120,0,0.117252,8.93678,0.321429,14.0476
28,0.216751,0.0386,0.0471567,0.00834678,0.129273,120,0,0.117252,2.48644,0.321429,14.0476
29,0.324216,0.0386,0.0151739,0.00834678,0.0415969,120,0,0.117252,7.72722,0.321429,14.0476
30,0.375699,0.0386,0.0277684,0.00834678,0.0761226,120,0,0.117252,4.22251,0.321429,14.0476
31,0.405732,0.0386,0.340542,0.00834678,0.933541,120,0,0.117252,0.344311,0.321429,14.0476
32,0.252129,0.0386,0.0635504,0.00834678,0.174213,120,0,0.117252,1.84503,0.321429,14.0476
