PID,i_lum_F1_indiv,i_lum_k12(KA),i_lum_k23(Q/V),i_lum_k32(Q/VP),i_lum_k20(CL/V),total_mg_dose_per_occassion,DS,Q,V,CL,VP
0,0.238052,0.0386,0.285546,0.00590206,1.10702,480,0,0.33164,1.16142,1.28571,56.1905
1,0.430003,0.0386,0.0199886,0.00590206,0.0774926,480,0,0.33164,16.5915,1.28571,56.1905
2,0.438646,0.0386,0.0703987,0.00590206,0.272924,480,0,0.33164,4.71088,1.28571,56.1905
3,0.136687,0.0386,0.0271853,0.00590206,0.105393,480,0,0.33164,12.1992,1.28571,56.1905
4,0.372593,0.0386,0.0831107,0.00590206,0.322207,480,0,0.33164,3.99034,1.28571,56.1905
5,0.194872,0.0386,0.0346759,0.00590206,0.134433,480,0,0.33164,9.56399,1.28571,56.1905
6,0.389944,0.0386,0.15824,0.00590206,0.613472,480,0,0.33164,2.0958,1.28571,56.1905
7,0.241866,0.0386,0.0383794,0.00590206,0.148791,480,0,0.33164,8.64109,1.28571,56.1905
8,0.487824,0.0386,0.0318039,0.00590206,0.123299,480,0,0.33164,10.4276,1.28571,56.1905
9,0.214643,0.0386,0.053713,0.00590206,0.208237,480,0,0.33164,6.17429,1.28571,56.1905
10,0.308852,0.0386,0.00947233,0.00590206,0.0367227,480,0,0.33164,35.0114,1.28571,56.1905
11,0.176058,0.0386,0.059996,0.00590206,0.232595,480,0,0.33164,5.52769,1.28571,56.1905
12,0.134576,0.0386,0.0142201,0.00590206,0.0551292,480,0,0.33164,23.3218,1.28571,56.1905
13,0.0972716,0.0386,0.0229465,0.00590206,0.08896,480,0,0.33164,14.4527,1.28571,56.1905
14,0.281664,0.0386,0.0834586,0.00590206,0.323556,480,0,0.33164,3.9737,1.28571,56.1905
15,0.138218,0.0386,0.0376818,0.00590206,0.146086,480,0,0.33164,8.80106,1.28571,56.1905
16,0.0804545,0.0386,0.0298336,0.00590206,0.11566,480,0,0.33164,11.1163,1.28571,56.1905
17,0.0635988,0.0386,0.157929,0.00590206,0.612266,480,0,0.33164,2.09993,1.28571,56.1905
18,0.639832,0.0386,0.27325,0.00590206,1.05935,480,0,0.33164,1.21368,1.28571,56.1905
19,0.454073,0.0386,0.0160295,0.00590206,0.0621437,480,0,0.33164,20.6894,1.28571,56.1905
20,0.272171,0.0386,0.133426,0.00590206,0.51727,480,0,0.33164,2.48558,1.28571,56.1905
21,0.218856,0.0386,0.0131935,0.00590206,0.0511492,480,0,0.33164,25.1366,1.28571,56.1905
22,0.163716,0.0386,0.0104717,0.00590206,0.040597,480,0,0.33164,31.6702,1.28571,56.1905
23,0.265755,0.0386,0.102944,0.00590206,0.399098,480,0,0.33164,3.22155,1.28571,56.1905
24,0.167624,0.0386,0.0283466,0.00590206,0.109895,480,0,0.33164,11.6994,1.28571,56.1905
25,0.191704,0.0386,0.0293446,0.00590206,0.113764,480,0,0.33164,11.3016,1.28571,56.1905
26,0.243106,0.0386,0.0230007,0.00590206,0.0891701,480,0,0.33164,14.4187,1.28571,56.1905
