PID,i_lum_F1_indiv,i_lum_k12(KA),i_lum_k23(Q/V),i_lum_k32(Q/VP),i_lum_k20(CL/V),total_mg_dose_per_occassion,DS,Q,V,CL,VP
0,1.55487,0.0386,0.0163995,0.00583051,0.0643585,480,0,0.409524,24.9717,1.60714,70.2381
1,0.461006,0.0386,0.174344,0.00583051,0.684198,480,0,0.409524,2.34894,1.60714,70.2381
2,1.02604,0.0386,0.0170282,0.00583051,0.0668258,480,0,0.409524,24.0497,1.60714,70.2381
3,0.305226,0.0386,0.0175355,0.00583051,0.0688167,480,0,0.409524,23.354,1.60714,70.2381
4,0.780695,0.0386,0.0238994,0.00583051,0.0937912,480,0,0.409524,17.1353,1.60714,70.2381
5,0.147506,0.0386,0.0382885,0.00583051,0.15026,480,0,0.409524,10.6957,1.60714,70.2381
6,0.860087,0.0386,0.00564895,0.00583051,0.0221688,480,0,0.409524,72.4956,1.60714,70.2381
7,2.18438,0.0386,0.172393,0.00583051,0.676543,480,0,0.409524,2.37552,1.60714,70.2381
8,0.246826,0.0386,0.0111166,0.00583051,0.0436264,480,0,0.409524,36.8388,1.60714,70.2381
9,0.763572,0.0386,0.00858951,0.00583051,0.0337088,480,0,0.409524,47.6772,1.60714,70.2381
10,0.789897,0.0386,0.0456891,0.00583051,0.179303,480,0,0.409524,8.96328,1.60714,70.2381
11,1.2088,0.0386,0.0121618,0.00583051,0.0477279,480,0,0.409524,33.6731,1.60714,70.2381
12,0.219355,0.0386,0.0440893,0.00583051,0.173025,480,0,0.409524,9.28851,1.60714,70.2381
13,0.950724,0.0386,0.0044763,0.00583051,0.0175669,480,0,0.409524,91.4871,1.60714,70.2381
14,1.76597,0.0386,0.0373557,0.00583051,0.146599,480,0,0.409524,10.9628,1.60714,70.2381
15,0.768972,0.0386,0.016118,0.00583051,0.0632536,480,0,0.409524,25.4079,1.60714,70.2381
16,0.431669,0.0386,0.0942845,0.00583051,0.370012,480,0,0.409524,4.34349,1.60714,70.2381
17,1.06297,0.0386,0.0647154,0.00583051,0.25397,480,0,0.409524,6.32807,1.60714,70.2381
18,0.490998,0.0386,0.128296,0.00583051,0.503489,480,0,0.409524,3.19201,1.60714,70.2381
19,1.58037,0.0386,0.0508532,0.00583051,0.199569,480,0,0.409524,8.05305,1.60714,70.2381
20,2.00634,0.0386,0.0359294,0.00583051,0.141002,480,0,0.409524,11.398,1.60714,70.2381
21,1.52279,0.0386,0.0216222,0.00583051,0.0848547,480,0,0.409524,18.9399,1.60714,70.2381
22,2.62445,0.0386,0.0223602,0.00583051,0.0877507,480,0,0.409524,18.3149,1.60714,70.2381
23,0.665561,0.0386,0.262686,0.00583051,1.03089,480,0,0.409524,1.55899,1.60714,70.2381
24,0.621743,0.0386,0.00549902,0.00583051,0.0215804,480,0,0.409524,74.4722,1.60714,70.2381
25,0.378045,0.0386,0.128416,0.00583051,0.503959,480,0,0.409524,3.18903,1.60714,70.2381
26,0.472408,0.0386,0.225018,0.00583051,0.883064,480,0,0.409524,1.81996,1.60714,70.2381
27,0.798004,0.0386,0.0142807,0.00583051,0.0560435,480,0,0.409524,28.6767,1.60714,70.2381
28,1.28232,0.0386,0.0494448,0.00583051,0.194042,480,0,0.409524,8.28245,1.60714,70.2381
