PID,i_lum_F1_indiv,i_lum_k12(KA),i_lum_k23(Q/V),i_lum_k32(Q/VP),i_lum_k20(CL/V),total_mg_dose_per_occassion,DS,Q,V,CL,VP
0,0.41571,0.0386,0.0951093,0.00583051,0.373249,480,0,0.327619,3.44466,1.28571,56.1905
1,0.443867,0.0386,0.0109703,0.00583051,0.0430521,480,0,0.327619,29.8642,1.28571,56.1905
2,1.03866,0.0386,0.0449089,0.00583051,0.176241,480,0,0.327619,7.29519,1.28571,56.1905
3,0.635195,0.0386,0.0919616,0.00583051,0.360896,480,0,0.327619,3.56256,1.28571,56.1905
4,0.501032,0.0386,0.0679832,0.00583051,0.266794,480,0,0.327619,4.81912,1.28571,56.1905
5,0.482879,0.0386,0.121679,0.00583051,0.477521,480,0,0.327619,2.69248,1.28571,56.1905
6,0.58655,0.0386,0.0744384,0.00583051,0.292127,480,0,0.327619,4.40121,1.28571,56.1905
7,0.663015,0.0386,0.00898908,0.00583051,0.0352769,480,0,0.327619,36.4463,1.28571,56.1905
8,1.53228,0.0386,0.0855613,0.00583051,0.335778,480,0,0.327619,3.82906,1.28571,56.1905
9,1.78636,0.0386,0.0883169,0.00583051,0.346592,480,0,0.327619,3.70959,1.28571,56.1905
10,2.11036,0.0386,0.0187085,0.00583051,0.0734198,480,0,0.327619,17.5118,1.28571,56.1905
11,1.07704,0.0386,0.035076,0.00583051,0.137653,480,0,0.327619,9.34026,1.28571,56.1905
12,1.39577,0.0386,0.0332847,0.00583051,0.130623,480,0,0.327619,9.84292,1.28571,56.1905
13,0.953253,0.0386,0.0812907,0.00583051,0.319019,480,0,0.327619,4.03021,1.28571,56.1905
14,1.01797,0.0386,0.00944994,0.00583051,0.0370855,480,0,0.327619,34.6689,1.28571,56.1905
15,1.74731,0.0386,0.0115738,0.00583051,0.0454206,480,0,0.327619,28.3068,1.28571,56.1905
16,0.352177,0.0386,0.00944536,0.00583051,0.0370676,480,0,0.327619,34.6857,1.28571,56.1905
