PID,i_lum_F1_indiv,i_lum_k12(KA),i_lum_k23(Q/V),i_lum_k32(Q/VP),i_lum_k20(CL/V),total_mg_dose_per_occassion,DS,Q,V,CL,VP
0,0.787232,0.0386,0.0495771,0.00583051,0.194561,240,0,0.16381,3.30414,0.642857,28.0952
1,0.684114,0.0386,0.0413536,0.00583051,0.162289,240,0,0.16381,3.9612,0.642857,28.0952
2,2.11189,0.0386,0.0655275,0.00583051,0.257157,240,0,0.16381,2.49986,0.642857,28.0952
3,0.844681,0.0386,0.0220721,0.00583051,0.0866202,240,0,0.16381,7.42156,0.642857,28.0952
4,0.512689,0.0386,0.0179604,0.00583051,0.0704842,240,0,0.16381,9.12058,0.642857,28.0952
5,1.81393,0.0386,0.0061148,0.00583051,0.023997,240,0,0.16381,26.789,0.642857,28.0952
6,0.748627,0.0386,0.0282277,0.00583051,0.110777,240,0,0.16381,5.80315,0.642857,28.0952
7,0.655027,0.0386,0.022241,0.00583051,0.0872831,240,0,0.16381,7.3652,0.642857,28.0952
8,3.16839,0.0386,0.0332349,0.00583051,0.130428,240,0,0.16381,4.92885,0.642857,28.0952
9,1.4186,0.0386,0.0178218,0.00583051,0.0699402,240,0,0.16381,9.19153,0.642857,28.0952
10,0.494825,0.0386,0.00784309,0.00583051,0.0307796,240,0,0.16381,20.8858,0.642857,28.0952
11,0.699719,0.0386,0.0159388,0.00583051,0.0625506,240,0,0.16381,10.2774,0.642857,28.0952
12,1.05626,0.0386,0.030748,0.00583051,0.120668,240,0,0.16381,5.32748,0.642857,28.0952
13,0.945548,0.0386,0.00749368,0.00583051,0.0294083,240,0,0.16381,21.8597,0.642857,28.0952
14,1.37515,0.0386,0.0212545,0.00583051,0.0834117,240,0,0.16381,7.70704,0.642857,28.0952
15,0.539068,0.0386,0.0221499,0.00583051,0.0869256,240,0,0.16381,7.39548,0.642857,28.0952
16,0.539479,0.0386,0.0119739,0.00583051,0.0469905,240,0,0.16381,13.6806,0.642857,28.0952
17,1.73511,0.0386,0.755802,0.00583051,2.96608,240,0,0.16381,0.216736,0.642857,28.0952
18,2.23638,0.0386,0.0822086,0.00583051,0.322621,240,0,0.16381,1.99261,0.642857,28.0952
