PID,i_lum_F1_indiv,i_lum_k12(KA),i_lum_k23(Q/V),i_lum_k32(Q/VP),i_lum_k20(CL/V),total_mg_dose_per_occassion,DS,Q,V,CL,VP
0,0.446094,0.0386,0.00915229,0.00834678,0.0359174,120,0.24338,0.117252,12.8112,0.460147,14.0476
1,0.192413,0.0386,0.0777291,0.00834678,0.305041,120,0.24338,0.117252,1.50847,0.460147,14.0476
2,0.14876,0.0386,0.0446641,0.00834678,0.175281,120,0.24338,0.117252,2.6252,0.460147,14.0476
3,0.0817664,0.0386,0.0138255,0.00834678,0.0542572,120,0.24338,0.117252,8.48084,0.460147,14.0476
4,0.0602916,0.0386,0.0591081,0.00834678,0.231965,120,0.24338,0.117252,1.98369,0.460147,14.0476
5,0.226678,0.0386,0.0314764,0.00834678,0.123527,120,0.24338,0.117252,3.72508,0.460147,14.0476
6,0.14244,0.0386,0.0462585,0.00834678,0.181538,120,0.24338,0.117252,2.53472,0.460147,14.0476
7,0.459898,0.0386,0.0964239,0.00834678,0.378408,120,0.24338,0.117252,1.21601,0.460147,14.0476
8,0.215589,0.0386,0.113396,0.00834678,0.445014,120,0.24338,0.117252,1.03401,0.460147,14.0476
9,0.158438,0.0386,0.0153019,0.00834678,0.0600512,120,0.24338,0.117252,7.66258,0.460147,14.0476
10,0.306054,0.0386,0.0185544,0.00834678,0.0728151,120,0.24338,0.117252,6.3194,0.460147,14.0476
11,0.390104,0.0386,0.0427543,0.00834678,0.167786,120,0.24338,0.117252,2.74247,0.460147,14.0476
12,0.180815,0.0386,0.0432462,0.00834678,0.169716,120,0.24338,0.117252,2.71128,0.460147,14.0476
13,0.32142,0.0386,0.0605954,0.00834678,0.237802,120,0.24338,0.117252,1.935,0.460147,14.0476
14,0.411798,0.0386,0.0183211,0.00834678,0.0718996,120,0.24338,0.117252,6.39986,0.460147,14.0476
15,0.207651,0.0386,0.0220177,0.00834678,0.0864065,120,0.24338,0.117252,5.32538,0.460147,14.0476
16,0.166267,0.0386,0.0203512,0.00834678,0.0798665,120,0.24338,0.117252,5.76146,0.460147,14.0476
17,0.0952342,0.0386,0.0947199,0.00834678,0.371721,120,0.24338,0.117252,1.23788,0.460147,14.0476
18,0.90011,0.0386,0.0539046,0.00834678,0.211544,120,0.24338,0.117252,2.17518,0.460147,14.0476
19,0.0656957,0.0386,0.0925728,0.00834678,0.363294,120,0.24338,0.117252,1.2666,0.460147,14.0476
20,0.0155893,0.0386,0.137451,0.00834678,0.539414,120,0.24338,0.117252,0.853051,0.460147,14.0476
