PID,i_lum_F1_indiv,i_lum_k12(KA),i_lum_k23(Q/V),i_lum_k32(Q/VP),i_lum_k20(CL/V),total_mg_dose_per_occassion,DS,Q,V,CL,VP
0,0.245529,0.0386,0.0354927,0.00634218,0.139288,360,0.24338,0.267278,7.53049,1.04891,42.1429
1,0.304143,0.0386,0.0849134,0.00634218,0.333236,360,0.24338,0.267278,3.14765,1.04891,42.1429
2,0.0456877,0.0386,0.00888395,0.00634218,0.0348643,360,0.24338,0.267278,30.0854,1.04891,42.1429
3,0.571155,0.0386,0.0220098,0.00634218,0.0863757,360,0.24338,0.267278,12.1436,1.04891,42.1429
4,0.36072,0.0386,0.0246346,0.00634218,0.0966763,360,0.24338,0.267278,10.8497,1.04891,42.1429
5,0.448985,0.0386,0.157599,0.00634218,0.618484,360,0.24338,0.267278,1.69594,1.04891,42.1429
6,0.40029,0.0386,0.00767768,0.00634218,0.0301304,360,0.24338,0.267278,34.8123,1.04891,42.1429
7,0.700777,0.0386,0.0263452,0.00634218,0.10339,360,0.24338,0.267278,10.1452,1.04891,42.1429
8,0.121568,0.0386,0.0110393,0.00634218,0.043323,360,0.24338,0.267278,24.2114,1.04891,42.1429
9,0.24411,0.0386,0.0137636,0.00634218,0.0540141,360,0.24338,0.267278,19.4192,1.04891,42.1429
10,0.106809,0.0386,0.0104089,0.00634218,0.0408488,360,0.24338,0.267278,25.6779,1.04891,42.1429
11,0.136068,0.0386,0.0137792,0.00634218,0.0540752,360,0.24338,0.267278,19.3972,1.04891,42.1429
12,0.130865,0.0386,0.0457108,0.00634218,0.179388,360,0.24338,0.267278,5.84714,1.04891,42.1429
13,0.0936611,0.0386,0.0134078,0.00634218,0.0526178,360,0.24338,0.267278,19.9345,1.04891,42.1429
14,0.553079,0.0386,0.00801622,0.00634218,0.031459,360,0.24338,0.267278,33.3421,1.04891,42.1429
15,0.136598,0.0386,0.0202381,0.00634218,0.0794226,360,0.24338,0.267278,13.2067,1.04891,42.1429
16,0.138628,0.0386,0.138462,0.00634218,0.543384,360,0.24338,0.267278,1.93033,1.04891,42.1429
17,0.342454,0.0386,0.129381,0.00634218,0.507745,360,0.24338,0.267278,2.06582,1.04891,42.1429
18,0.101411,0.0386,0.0919116,0.00634218,0.3607,360,0.24338,0.267278,2.90798,1.04891,42.1429
19,0.882001,0.0386,0.0928995,0.00634218,0.364576,360,0.24338,0.267278,2.87706,1.04891,42.1429
20,0.323603,0.0386,0.0288293,0.00634218,0.113138,360,0.24338,0.267278,9.27104,1.04891,42.1429
21,0.209229,0.0386,0.116391,0.00634218,0.456765,360,0.24338,0.267278,2.29638,1.04891,42.1429
22,0.282564,0.0386,0.0066763,0.00634218,0.0262006,360,0.24338,0.267278,40.0338,1.04891,42.1429
23,0.162635,0.0386,0.0168878,0.00634218,0.0662748,360,0.24338,0.267278,15.8267,1.04891,42.1429
24,0.257079,0.0386,0.0483288,0.00634218,0.189663,360,0.24338,0.267278,5.53039,1.04891,42.1429
