weight,efficacy
25,28.200000000000003
30,30.60000000000001
35,42.00000000000001
40,43.7
45,44.8
50,43.2
55,46.099999999999994
60,48.0
65,48.8
70,49.7
75,49.1
80,54.6
85,51.0
90,53.699999999999996
95,56.9
