weight,efficacy
25,35.8
30,41.800000000000004
35,53.599999999999994
40,58.2
45,56.8
50,57.4
55,57.7
60,61.4
65,61.199999999999996
70,59.4
75,61.3
80,61.0
85,62.5
90,65.4
95,66.8
