pmax_art,efficacy
0.99997,100.0
0.9958891836734695,99.9
0.9918083673469388,99.6
0.9877275510204082,99.5
0.9836467346938775,98.5
0.979565918367347,97.6
0.9754851020408164,96.3
0.9714042857142857,94.3
0.9673234693877552,94.8
0.9632426530612245,93.6
0.9591618367346939,93.7
0.9550810204081632,93.5
0.9510002040816327,91.4
0.9469193877551021,92.4
0.9428385714285714,92.2
0.9387577551020408,92.4
0.9346769387755103,91.4
0.9305961224489796,92.5
0.926515306122449,90.3
0.9224344897959184,91.4
0.9183536734693878,90.2
0.9142728571428571,92.1
0.9101920408163265,90.0
0.906111224489796,92.3
0.9020304081632653,91.0
0.8979495918367347,90.2
0.8938687755102042,91.2
0.8897879591836735,91.2
0.8857071428571429,90.5
0.8816263265306122,91.2
0.8775455102040817,91.2
0.873464693877551,90.5
0.8693838775510204,91.9
0.8653030612244899,90.1
0.8612222448979592,91.7
0.8571414285714286,90.6
0.853060612244898,90.0
0.8489797959183674,90.8
0.8448989795918367,88.1
0.8408181632653061,88.3
0.8367373469387756,91.3
0.8326565306122449,88.9
0.8285757142857143,88.4
0.8244948979591837,90.2
0.8204140816326531,89.3
0.8163332653061225,91.5
0.8122524489795918,90.3
0.8081716326530612,89.3
0.8040908163265306,91.7
0.80001,89.9
