pmax_art,efficacy
0.99997,100.0
0.9958891836734695,99.985
0.9918083673469388,99.735
0.9877275510204082,99.07
0.9836467346938775,98.0
0.979565918367347,97.09
0.9754851020408164,95.89
0.9714042857142857,95.17
0.9673234693877552,94.145
0.9632426530612245,93.65
0.9591618367346939,93.135
0.9550810204081632,92.5
0.9510002040816327,92.005
0.9469193877551021,92.565
0.9428385714285714,91.91
0.9387577551020408,91.88
0.9346769387755103,91.255
0.9305961224489796,91.365
0.926515306122449,91.255
0.9224344897959184,90.845
0.9183536734693878,91.155
0.9142728571428571,90.865
0.9101920408163265,91.08500000000001
0.906111224489796,91.1
0.9020304081632653,91.09
0.8979495918367347,90.605
0.8938687755102042,90.85
0.8897879591836735,90.49
0.8857071428571429,90.57
0.8816263265306122,90.37
0.8775455102040817,90.26
0.873464693877551,90.18
0.8693838775510204,89.975
0.8653030612244899,90.24
0.8612222448979592,89.995
0.8571414285714286,90.365
0.853060612244898,90.27
0.8489797959183674,90.405
0.8448989795918367,90.45
0.8408181632653061,90.115
0.8367373469387756,90.41
0.8326565306122449,90.28
0.8285757142857143,89.955
0.8244948979591837,90.13
0.8204140816326531,90.04
0.8163332653061225,89.925
0.8122524489795918,89.915
0.8081716326530612,90.205
0.8040908163265306,89.53
0.80001,90.455
